"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"dem_10m_zaca",7.76244663421002,0.00411297526814154,14.5186415687315,13.5056874783581,22.1639524024337
"flow_accumulation",16.360482611272,0.252287949127989,7.81952105885298,15.1831332236269,26.1786455949197
"sr",13.8046184735682,-2.01757998965799,14.7687589107103,16.1374267874868,26.5146904884277
"slope",12.4910471975284,1.21496978845209,19.4195794653484,21.1929996843676,29.233609678135
"TWI",-1.7782861940175,0.238276547383075,5.66197267195337,2.15795992379914,18.7661505312626
"cwd",5.36363917669436,1.05361372147358,7.88919565640781,8.94365034615474,20.1485511638065
"vpd_aug",-1.91958602973056,6.60631505060456,11.6787645400215,11.4113325428601,20.0808642850313
"vpd_jan",10.3250007733433,-0.0799624513538815,14.9156035361639,15.942252326891,24.4379943224505
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.661648705923,3.54574736429985,5.84165685826331,9.05286011014716,16.5145061291095
"tmax",-1.88810548278145,5.54246750394178,8.4372965104714,7.58970412638779,16.2812743797748
"TPI_five",4.35571622274201,-5.76930542679584,10.7779669462044,6.12666426919094,24.4588269632338
"dem_10m_zaca",8.83463424635133,3.24712850545031,9.36653476695146,13.2863782808929,22.5873069771402
"flow_accumulation",16.3926686090312,-2.38596247246847,10.5647252209589,14.8744392266487,24.9620847085941
"sr",10.7330346098907,-2.39497272587713,12.1107455627782,13.3453376167374,27.5492368184012
"slope",12.7288332302231,-1.21439952086591,13.1889417266541,15.9548632578246,26.8573441179845
"TWI",-1.50256650035331,2.30200683429852,4.22665692773028,3.28535148795426,18.2639802472779
"cwd",7.25385396892817,3.49845861496984,9.09960726946415,12.2769880240297,23.74033712862
"vpd_aug",-0.405807647558956,8.22596494267401,10.8453376505302,12.520056115772,21.9600217432125
"vpd_jan",9.96548843230081,-0.326758124316623,14.3309805532795,14.0951857516322,26.1406274533183
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",11.536330102529,3.73119953864848,8.7173452703779,15.0751050484821,22.0629091228534
"tmax",3.81012272719515,0.833880268667382,9.61016326825102,8.60355527271993,17.1469368822271
"TPI_five",7.4148303160473,-4.12695118679592,17.3354807801667,13.2055680579703,29.2949124549687
"dem_10m_zaca",5.25474812560251,-0.984546460919676,11.1834414424267,10.5013439480965,20.5819757427628
"flow_accumulation",6.53511986612149,-4.60680258733696,11.2026530504748,8.0467393443569,21.924117491595
"sr",13.531630836689,-6.48400161556864,12.3348206200588,13.0405021122603,26.6630894844435
"slope",10.8240507847568,-0.91535562480558,13.2898677239965,14.1914708165848,25.4147686749036
"TWI",-2.04470665548652,0.477697407668253,5.35907544195297,2.9255834784566,19.365956473408
"cwd",3.16374525475103,-0.745776316301165,11.2936986817257,8.89429105773625,20.0492573149367
"vpd_aug",2.70324517982609,4.81881106658903,10.0882531558917,10.469323340035,21.1482724887929
"vpd_jan",16.6462699798589,-4.66586241214892,14.0528482803612,16.3699288621776,25.7178438691085
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.83119741230462,-0.44336149814698,6.98930990184708,9.59703587570911,17.675804669885
"tmax",3.05740667296383,4.11601447407232,11.0350861096068,11.1888693256335,16.7678535829055
"TPI_five",10.7343830194916,-1.06563311921141,13.9438641044836,14.1924727811582,29.3846796133254
"dem_10m_zaca",8.81014735293981,1.95282903489192,11.7155167026827,14.8612672024095,22.6476139121258
"flow_accumulation",6.74271083490584,0.076010611027557,6.23621347924995,8.26498536229285,21.6633548092027
"sr",5.9589417499684,-1.25154467009516,13.7689085967075,11.8924687821466,24.3435534200482
"slope",13.4768734475265,2.64271534903901,15.311556014031,18.8149863040948,29.7948310249908
"TWI",-1.11037927089266,1.40563538255573,2.8580705180354,2.20914659732312,18.0013993712502
"cwd",5.78412058279636,0.658178004481657,9.09729951192054,10.0982781241995,20.1918277775591
"vpd_aug",2.93569943189638,6.51115913647227,9.69412712494438,13.0890475449104,21.8013589596968
"vpd_jan",14.3120235245718,-1.25957226460312,13.8674409556969,16.5087495977202,27.0762961923441
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.00119461555029,4.73844796540568,8.55837143978519,9.46672421336858,19.4751423217133
"tmax",0.179822928905657,1.36585130314633,11.8769809776671,9.31071482326616,17.3678612438253
"TPI_five",9.61973027638773,-3.45353842747983,16.0046827356539,13.3687651802669,28.7225171007162
"dem_10m_zaca",1.48874961067048,-0.150949889666707,8.65149052918677,7.26399208769836,19.921784115976
"flow_accumulation",10.882287681365,-1.96219501607623,7.64351133258351,9.27355598474912,23.9055572954752
"sr",8.54393380957683,1.34883391970044,12.2905055442161,13.5933156197015,26.3862580326278
"slope",9.33270939739541,3.59119237525283,11.8928220339186,14.5508057006105,28.3857625305758
"TWI",0.45272303236242,4.36291967266789,4.23479358447062,5.66797061734944,20.8528287514737
"cwd",3.22138361086719,1.21623939860408,8.35469618566061,7.83248684069495,21.0706012513457
"vpd_aug",-0.181757363056859,7.74240264618023,11.1911223727981,11.8562080806913,21.2883388399509
"vpd_jan",6.74161300381943,-2.63126663201781,11.6024252264201,10.0367395114405,21.9725085163201
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.92630144171968,3.52863275270499,3.95309045231498,7.8292087211036,16.2772452608683
"tmax",2.57817879715658,3.52988172413573,9.61948650021611,9.45277663891131,16.1087912155211
"TPI_five",12.873218365107,-3.56031177444024,11.2742582568638,13.1050122432729,28.3479924815018
"dem_10m_zaca",6.51589781037807,4.00311709566588,11.0163583027691,14.5128310968071,23.3166633837944
"flow_accumulation",12.2695021328906,2.55573761529128,10.3929625976251,15.5150241171807,24.3000531358963
"sr",6.29120720805601,1.91000433241909,9.93543642939708,11.0040352689463,25.5596047171655
"slope",10.2859667865627,6.37367934573505,12.0477379073085,17.7121383497437,26.8911492020371
"TWI",0.14886146135203,2.68623842979221,3.21151355004728,3.46905732820661,20.6165458096435
"cwd",4.72059170649298,1.91538935981155,9.91955508097161,10.1584203895797,21.5836285344046
"vpd_aug",1.89109812593264,5.67851060160281,10.9444063378053,11.8391042438716,21.2584089000417
"vpd_jan",13.377050657651,-1.79466720142153,13.7014734095694,14.9018343511749,25.120597359126
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.50467627860379,4.83894766525731,5.30281478522854,8.70749882606042,15.3499767877963
"tmax",4.31603919299635,5.49250021212212,11.185944854162,12.8456856896608,19.8798305446852
"TPI_five",6.51628506811458,-4.27720495967861,12.6969865844616,8.45119327492649,24.1860269296616
"dem_10m_zaca",8.40747244760752,-1.27455703797682,15.0974730844989,13.9449390434126,23.5466945262856
"flow_accumulation",10.7885420731008,-4.70115710770231,8.49074619250474,8.98799163918962,23.8801898626319
"sr",13.2764824444992,-2.37340506553769,16.2644768149308,17.7454370940117,29.9120964533391
"slope",11.0616017514947,0.985027513134465,14.8718099250843,16.574764388973,28.5288463182002
"TWI",0.0162944088572308,-0.829394056015677,4.17240163268169,2.20587552478625,17.4824647970276
"cwd",4.51394990908509,1.91051132860973,7.84152082721873,8.82647143651154,21.691059332208
"vpd_aug",-0.39962871257595,6.55343268702444,9.88719136081141,10.5003236154129,21.7522882064629
"vpd_jan",12.0329469778079,0.497239406419201,11.2839879393047,14.0248848569275,23.0700462417017
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.76072033927988,1.02842074471745,6.07130728217,8.99553606209499,17.111627299418
"tmax",3.93155823786139,1.12026120069493,8.4984717833184,9.02113072051318,17.0976630839772
"TPI_five",10.1968956842337,-1.84831892360022,14.5575716940557,14.0675121384595,26.4431326301539
"dem_10m_zaca",7.94872782460746,-2.12022087632412,13.6231327672582,12.2080384197198,21.8351421001868
"flow_accumulation",11.3924124118086,-2.74013801526784,10.1250666404847,11.7127483704921,25.1741392838395
"sr",8.8509218311386,-3.88625238810481,13.8917201395942,12.516161762059,25.4784712775391
"slope",12.450223398574,-1.09799062489808,12.2932948109823,13.9989319007884,29.7368692334527
"TWI",-3.11980600119682,1.01694566546538,5.05973704717536,2.11118615107172,19.5149882229307
"cwd",6.52627010992403,-3.11623643437678,6.49260154273654,6.06162347718612,21.5682264798678
"vpd_aug",2.73714319988808,3.69178223679004,8.95597933242709,9.96911229211067,19.7986180900607
"vpd_jan",16.4657561497677,-4.81108084759376,13.5724092060615,16.9511231850971,25.6067356319072
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.50741986034514,5.22233771292394,0.859964125846748,6.43870049121799,17.0995016988466
"tmax",-1.46440594481291,4.58373617660799,8.00971920985988,6.84090065943236,15.6551815731181
"TPI_five",3.50534491881107,0.54979531793582,11.3813557221667,9.3803372374913,25.3398893592681
"dem_10m_zaca",3.96481166634075,0.608359505498358,15.2152729418622,13.9820738258102,23.9346772104673
"flow_accumulation",10.1193493612497,-3.26899803219611,7.23750803039081,8.89152983604695,23.5394796604991
"sr",4.47109536028464,-2.92600414162134,11.8758341983882,8.68952401213632,23.2885980891814
"slope",9.22789288696788,-0.0889591395317038,12.8105467470049,13.2893755525045,27.8348917660463
"TWI",1.14308483185812,1.8908549488611,4.67206592398352,4.43967607428483,20.6393326095979
"cwd",5.36730073622495,4.41039343972305,8.6311552791651,11.6210864520023,22.5496295225167
"vpd_aug",-0.973154395397199,10.2236825298526,9.67886823153854,12.5379996989392,22.8883222742465
"vpd_jan",10.1697982359469,4.15873456775708,13.1681889303996,16.2280142060649,26.5609762362121
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.44760873332659,6.66609450241603,3.84895807323113,9.63623054902853,16.383599141537
"tmax",-1.06452184176351,7.66088817244072,11.6881840286778,11.8213311878444,17.6142168534805
"TPI_five",5.78128795111071,-3.41911627783431,9.73616554462622,7.30429881383157,22.8574176461316
"dem_10m_zaca",6.28978812525194,2.43254135305702,14.5092521937864,14.7677590416469,22.8255049494947
"flow_accumulation",12.8206774640729,-1.518807736798,10.2965212600485,13.6765731054071,25.2921485810935
"sr",8.31852255167171,3.30281864750048,7.53215351108879,11.432014433024,25.2584320289618
"slope",11.5998807001508,6.19429697246764,10.8657557755922,17.5399651467584,27.2778510822768
"TWI",-2.59969936057134,3.09281220803548,2.04718441045108,1.71879237938651,17.3897007702319
"cwd",7.77420009921628,8.55748183660998,10.6172205916036,16.3001968263737,24.5389017360152
"vpd_aug",-3.59467468113971,13.0344036808484,12.6730590269686,15.6811339051438,22.9990092657669
"vpd_jan",11.7099789629399,1.56092864955853,16.8238481104677,17.794658435234,26.9437246116769
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.02169163141903,3.33815633284181,6.77790065510913,7.37955807317388,17.3005427729239
"tmax",0.448332856565894,4.87524795678875,10.4658621712925,10.6564418878734,17.2026787877789
"TPI_five",8.52688640443338,-1.01831645758225,11.2125347650918,11.1946403973613,25.447047534817
"dem_10m_zaca",4.24582131545159,2.47741746369807,13.0400423730175,13.2077287456568,22.657757067446
"flow_accumulation",11.3049109664561,-1.5506749289678,7.17358603527899,10.5488735809361,24.3669859677711
"sr",9.0234854048139,1.51175801497023,13.1925835326259,14.4280553979758,27.2720200225978
"slope",7.70538283031346,4.39791947985072,11.2271466829482,13.3752405206324,27.0826611544326
"TWI",-2.39701337755393,2.83790701906086,2.99083208806996,1.95888606373787,17.2423323057165
"cwd",1.92921677118523,2.95342705790808,12.4575954937209,10.2867628411969,21.7713565101239
"vpd_aug",0.600123587563211,10.3830460390457,15.2623019582563,16.4754546086358,25.3125214213866
"vpd_jan",7.70517545922292,-1.68105840052305,14.9139920329562,14.1522935753424,23.6369364550058
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",1.0673732434455,2.09316557879412,8.34263141482515,7.85853166947004,16.5801728627707
"tmax",1.46428500380518,2.10017143726748,16.0713996037769,12.5655744557409,19.166171929467
"TPI_five",11.0267932667244,-0.619647657719771,13.4245126360716,13.4669430606998,26.9112149912512
"dem_10m_zaca",6.82397802342358,0.221759184029072,14.2119337869582,13.968405682992,23.0724821817826
"flow_accumulation",9.12533323470013,-0.744156145201622,7.23379731556529,9.49194736471045,22.1668490414236
"sr",1.39182747570224,0.219214013852135,9.61462127643465,7.27965829161852,22.5773705137675
"slope",11.9299336782779,3.64739048341503,12.6940569830303,16.8687504252955,29.8195578671146
"TWI",-1.79377706811898,-0.451510847831588,3.53930696654734,0.870576962489906,17.3684832511539
"cwd",7.37811693387781,5.4611313415321,12.2221256292466,13.9946535905865,24.9772013929013
"vpd_aug",-0.228767768953643,6.16899968488745,12.2254720748955,12.2617564496583,21.8013285611991
"vpd_jan",6.38402976460732,1.1456507965363,15.5403239111359,14.0721296854435,24.8664874071687
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.18071977626997,7.60292019697166,7.84603068203862,12.969905300491,17.5410863359868
"tmax",2.77732871590492,2.02674868388804,14.3089015003971,11.6584745705084,18.315370824407
"TPI_five",13.8646548926118,-1.31277576101835,10.2424079621361,14.2254491480353,27.4858384404826
"dem_10m_zaca",6.54858634483794,4.75242148344887,17.086473162238,17.7339436267646,26.750551516657
"flow_accumulation",13.9505912394292,-0.166695596630693,8.47076828822812,14.3763802770009,23.1398078289183
"sr",8.59178893177615,-0.166795216807626,14.2681122206738,14.1704423698173,24.6365191792114
"slope",12.8729655161347,2.99737982784553,11.8465840098726,16.6767731280623,27.1055955059872
"TWI",-1.36108310310152,4.07997123317597,3.62144174433117,3.81760174076174,17.0893450402899
"cwd",5.31842412384797,2.5732029066685,9.65077215016118,9.93051545232706,21.1151747139362
"vpd_aug",0.0461174157846077,9.73292454544348,16.1504358563735,17.046512388404,25.0354854414233
"vpd_jan",5.7467082990106,-0.302603878113857,13.0989143681745,11.2055411259569,21.1275718393668
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.49086925634922,5.61245868503707,6.76175396213309,10.8111505333805,16.9121260933276
"tmax",1.92243048043579,7.0703887557267,13.1735322984325,14.3179016422618,18.0144338056818
"TPI_five",4.74268955987671,-3.78410964532351,13.3146154818468,9.51388565612536,24.8554188802729
"dem_10m_zaca",7.60124668454896,1.0926368149691,16.4331990491746,15.1774509993988,24.0979753003754
"flow_accumulation",10.4092497788242,3.44627430640589,9.41562828437747,14.0253356019481,23.6356947057162
"sr",8.66102298126351,-0.519545784416855,13.8598435184942,13.8064595954062,25.528753084094
"slope",8.94328951066147,3.61475710475812,16.6134301405767,17.8717899385335,27.8274001768105
"TWI",-3.39382558426355,-0.710241686683976,7.87438414656194,2.72732901326619,17.3930547227615
"cwd",8.67378775435153,1.13662231940135,10.9927770455835,12.0575967929037,24.1338163001595
"vpd_aug",0.047709710921415,11.4438089934804,12.5345388904123,15.2207908925598,23.6069534666419
"vpd_jan",9.80697915222852,4.83520257567349,12.489244902226,15.2119915303426,23.3668267974921
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.8784492097347,1.60697050122278,6.2933799526297,9.85498087899997,16.9994809547548
"tmax",-1.6510371188746,4.94288349019135,11.0288080755461,9.46338154541342,16.8840869092502
"TPI_five",8.87170555289657,-3.48811637278613,12.5142740774281,11.3293721503577,28.2467683875863
"dem_10m_zaca",10.4621809852832,0.475171834392708,14.7673790544324,16.4527335576503,25.4585754033976
"flow_accumulation",13.5191346728731,-2.91890126491593,11.504854571847,14.63113192281,26.1761925096628
"sr",5.8900444771646,-1.43726935907022,9.71766545795848,8.33429398911746,22.4929193336575
"slope",6.92184710747706,-0.940003530808963,10.7984303096566,10.1183586351416,22.4754318998954
"TWI",-2.50531488357047,1.18650459224439,5.15103146961883,2.55516477910218,17.6115748064304
"cwd",14.5001448651605,0.73247653468997,13.3448382064815,18.0000850645252,26.5580348463182
"vpd_aug",2.22531369412334,8.94501004954294,10.5086250744034,14.684387248429,23.0227426810448
"vpd_jan",10.126817896936,-1.55212487052559,11.6544993630581,12.268044153067,23.4325256013356
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.559171981,5.97357894356759,3.93215800485917,11.8074391936414,18.068033371919
"tmax",1.07343868636188,6.36286761262629,9.27511098675015,10.2940353318266,16.7327466654227
"TPI_five",7.76577548817377,-1.89421580345826,14.1334611632419,12.0701947733992,27.3193179989833
"dem_10m_zaca",7.27985826168999,2.94333473544192,12.6911967946942,13.7062219798406,22.6890927427329
"flow_accumulation",11.1406187017709,-0.696242634743416,8.97328062496109,12.2161883179159,22.7745423465471
"sr",10.4518749981843,0.419955709281863,11.5001609932342,14.167227449422,29.0160729310521
"slope",12.5838163691287,-0.0578519472105089,10.7071591838338,14.6754667566768,27.0756492816205
"TWI",-1.53042788310068,2.02295130703033,3.59732068187344,2.56764734069894,17.7441342314908
"cwd",5.16858841806616,3.7234626456949,11.0479265161933,12.0928144970924,23.102971687416
"vpd_aug",1.49302644654273,11.8566492455956,11.0165055486924,16.2761109969335,23.8843619384821
"vpd_jan",9.77657928479186,-1.19721362422736,10.2180076901902,11.2516205638214,20.8875834710002
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",9.23837762220655,2.56801554325134,7.05374119977407,11.1662949137712,17.5021560521092
"tmax",1.40382780414186,1.92588533436624,14.3762013286888,11.1574287093468,17.3718130877044
"TPI_five",7.75095004171077,-2.21385802264286,10.1448758886592,9.40135338195727,22.6626813935531
"dem_10m_zaca",4.0186873785205,1.26772149076332,12.3650194526148,11.8382447928845,22.3808011176137
"flow_accumulation",8.8294212528392,-1.47493815149753,8.06626841556262,9.56009433062491,21.329748021475
"sr",9.90427009828126,-3.12409734857226,15.3528379834385,14.8812400321395,27.1335614561007
"slope",14.56029366042,4.25785707358785,14.1524832839546,18.5229309065267,29.4833159185022
"TWI",0.958157335007069,1.41329970147281,1.63466310100561,2.32993792616536,18.0718740758556
"cwd",8.52635878293731,2.47644540858784,9.98188998881838,12.0222059067973,22.2023041095632
"vpd_aug",1.31518782459231,6.02389855550557,12.6033228911345,12.4566455156478,22.3331614673798
"vpd_jan",12.7977015356113,0.0737393369807896,15.9474170286777,17.3472461465777,28.8907166334765
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.82203537480842,3.62197056587088,6.80571113684681,9.5994442472957,16.0637910336642
"tmax",0.852559416973273,4.50522566566922,11.8227130873069,10.6604931110735,16.5779676268136
"TPI_five",8.19322676835066,-3.73563889432782,12.6706105276159,11.0884635471367,23.9416889425658
"dem_10m_zaca",8.10629492753822,2.51778746027875,14.2721915659767,15.5057303522732,22.3903614949648
"flow_accumulation",12.2663272363866,1.39802575001766,9.32798584061578,14.7758767392805,24.0490538258618
"sr",13.9707875953119,2.11485006951356,17.7821281781251,19.6236004787271,31.2010495791541
"slope",11.2115774248987,4.20530324174442,13.9051687619414,16.4973495602787,28.4569603619583
"TWI",-0.0321024242406748,2.24419728033963,3.92682761659659,3.96972926040662,17.8934278904796
"cwd",5.48699931091782,5.45728137518156,6.87769144087755,10.9784355692815,21.7830685608619
"vpd_aug",2.10461284606036,6.64984381120863,12.0327232740538,12.385191534443,22.230559339031
"vpd_jan",9.08000672790814,0.518438057869406,17.3090576199561,16.3996658093905,24.725911344645
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.32054849904378,6.0984437046358,4.20810741729017,8.46129665841402,15.6968320495503
"tmax",4.91938941681933,4.1514346242842,10.1468121630459,11.9513827835864,17.0833119140252
"TPI_five",7.63331936798058,-0.556761813960728,9.03499650320837,9.15573255653512,23.9286567793896
"dem_10m_zaca",5.29331086878542,2.94083698893649,12.3531607543831,13.3423204895647,21.4863859731264
"flow_accumulation",8.92925267704641,1.75737549829603,7.74155766524243,11.5099246939558,22.9495634256431
"sr",14.5784050062432,-1.88088308970817,11.1506626103723,14.6616049476361,29.0024956599867
"slope",14.3222506670344,4.06470420812826,14.7943400779037,19.8389723165491,29.6628270828529
"TWI",1.41975640498967,3.43746529682329,4.62893578968662,6.32215749261525,20.3991109226057
"cwd",5.38523979532336,1.37935209206761,9.07738677453591,9.99512489927906,20.7036250007115
"vpd_aug",1.65068219964877,7.11071321158092,11.0188088065549,12.9445999831108,22.080339753584
"vpd_jan",7.98594732213115,1.47887588037677,14.8868073177736,15.8194457082212,26.359664771858
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.35162217911521,2.48436423373177,6.17449855175765,8.12750262257148,17.1420592452577
"tmax",-1.42970095501388,3.39767467277399,10.1398030993323,7.50944151484421,16.3154407264872
"TPI_five",8.77151974897018,-1.60210522153281,7.96090871514796,9.33622237911566,25.9074509215008
"dem_10m_zaca",7.15828638973434,4.16725052571759,13.0057764184296,15.3795214862716,24.9666650048038
"flow_accumulation",11.5772931145822,0.0454795148377633,6.14115806293587,10.1872327351217,22.3049236798477
"sr",2.49711943192158,-0.508742484571142,9.26549033943439,6.91716316733503,24.1566896562726
"slope",13.6331918449183,3.32052616958802,8.32540901966082,15.0545248850475,27.7727978476938
"TWI",-2.77134573804834,3.46424196415081,2.80539180480082,2.30626810974483,19.4090568302887
"cwd",0.126345270898914,1.06933219419904,5.95022212561603,4.70919268413607,19.0866286602724
"vpd_aug",-1.92083563192492,7.77304209590202,10.5531790647934,10.9996658105175,24.1805968910124
"vpd_jan",11.5702350026896,-0.843651205462555,14.5294953940862,16.7833182409171,28.0679172032297
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.32557911006534,4.35556158252432,8.87263498452752,10.4417582755121,17.3806789941718
"tmax",1.2378907658078,-0.137458389618525,12.1488156630508,8.80609340738738,17.4495724007603
"TPI_five",2.39130104547797,-1.04909278433269,14.7923488707921,10.9008175116836,25.7281736407977
"dem_10m_zaca",1.32475636023898,1.84002190637958,13.7681990136225,11.8140422537409,22.8003756004439
"flow_accumulation",7.44790730701784,-1.32486082541656,9.303959571579,9.31022714582327,24.3905541382974
"sr",6.35118951510701,1.26437924310898,14.7571980960463,13.2288559698101,27.9202042003741
"slope",5.84166456089717,1.45670926703204,14.1036920192469,13.7223513280971,25.9032331946672
"TWI",-4.57534313027659,3.8085009006078,6.00030605111958,3.49825222590395,19.511351718975
"cwd",5.16745894893932,1.75966381867507,10.3264985218578,10.9102735361717,23.4636618900232
"vpd_aug",-1.20553879674536,4.25424090802523,12.1568379018144,10.3213092789693,20.9817147650884
"vpd_jan",6.88560213747745,-2.44700526672191,12.7334579686038,11.5067317825443,23.8055061230677
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.96783328781773,1.83431059666492,2.57158849935039,7.32868439108065,17.3737695768464
"tmax",3.1711935935466,1.5613922101923,6.93613490859854,7.42203727978107,18.1716403214079
"TPI_five",4.98753111952633,-5.17945996190172,10.0652648785069,6.15048438557247,26.4183153851157
"dem_10m_zaca",7.53619064730136,3.99956473033955,12.6841427483972,13.9632454653109,25.5906060077358
"flow_accumulation",7.81342400799735,0.082949896603837,4.79022193149183,7.37954208109902,24.0881393421087
"sr",7.11886004112758,-4.2722155050529,9.43256737137872,7.98619333946981,25.2072801728269
"slope",6.01000030664983,2.63900402176656,9.76159492399007,10.8641073880983,23.9761060252587
"TWI",-2.4471172658307,3.54220048410394,1.67008188345562,1.71975694170329,18.2754128924341
"cwd",1.11070187844041,3.74666625323615,8.51100034973418,8.43276999290007,20.3986741143876
"vpd_aug",-0.0466902436023825,7.92786777260981,6.70373323581944,9.71422381953341,23.988574435338
"vpd_jan",13.074108953635,2.16769119744826,10.5339361072088,14.4726849371776,25.8355217265403
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.1156420288872,2.75151431557711,8.32435697290742,9.26913553865818,18.6784797307918
"tmax",5.85020075669198,0.81007126311657,11.4974258392464,10.665156651897,17.95900850207
"TPI_five",9.7945593835216,-2.32239740942807,15.5833181980649,14.8149902382102,32.6022070925075
"dem_10m_zaca",6.8414943363245,-0.421156528245578,14.6353227997939,14.325514049188,21.20760846233
"flow_accumulation",8.57062038571144,-1.97935834241302,11.6260405527779,11.2926732051964,23.2655638596584
"sr",8.89689567971223,-2.85875329947524,10.7596534712353,10.4231603528015,24.244560594047
"slope",8.17760392552973,1.38573171946548,10.9138504135983,11.7876363082625,24.248712193388
"TWI",-1.91235965312628,-0.00615860311036182,3.83042608485726,1.6703855007383,18.0479951249534
"cwd",6.13153018978898,-0.506883660985421,12.0999698827163,10.9493074995087,22.3188907707046
"vpd_aug",0.946010253448744,6.04882702190046,12.4735472049375,13.0553624836018,22.6135389638934
"vpd_jan",10.0486255873201,-3.19146236169019,16.38363575131,14.5392620896749,24.1649947056559
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.05407025572509,2.21932052836899,5.46912081924646,9.59537430394873,17.916410603259
"tmax",2.1352379816526,1.6112016888078,10.1864284267352,7.71416556171092,18.089033617601
"TPI_five",6.49339530637671,-4.30638041134769,9.68024674293627,7.46259993610149,26.0983008766959
"dem_10m_zaca",7.34540220286441,3.24842735149717,12.3153902466135,14.6760723448252,23.6544940263287
"flow_accumulation",9.40494430368243,-1.49630916848591,7.33506781328029,9.99361789788828,25.9420263155353
"sr",7.26257295313176,-2.78465540339796,8.64095983361993,8.39796235767614,24.2286758535216
"slope",11.6689529319582,1.68097639665218,12.2694541962378,15.4977679224764,27.6497141887218
"TWI",-2.07240285527728,0.953879370061998,3.98584803743557,1.8332106061258,20.006350756295
"cwd",5.73336406160677,-0.181585193000902,10.1938269510938,9.36347525730434,22.244680343212
"vpd_aug",2.41949090950455,4.95931570503366,7.81664374168401,9.67845474098275,21.4695085147106
"vpd_jan",9.45991219864723,-1.35558467258842,11.3838472703874,11.8107941005763,22.011431570786
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",0.609335224457854,6.36819619725371,8.37590471790157,9.45872588951331,17.8213078830214
"tmax",2.08376177263422,0.0382427035059285,11.8824808934534,9.27881596124036,17.365226688293
"TPI_five",3.46272491110287,-3.90738526290376,13.7594346573112,9.10141278759817,26.0110643853906
"dem_10m_zaca",6.67368407590423,-1.38815493840482,11.2640750523499,10.7187336171808,21.0790639530696
"flow_accumulation",4.73353336936339,-2.46240201123778,7.9471795925444,6.33732822266241,20.4900247360226
"sr",7.14259171076101,-1.92973175613608,14.307760479961,12.3442943476284,28.4790420024753
"slope",10.4154329599749,3.45309910450274,17.6489110302876,19.594674132932,30.7538360901651
"TWI",-4.08878299806608,0.951995323428029,5.60846341648027,1.85424880293722,19.2852255059534
"cwd",6.36426189471365,2.14470527153848,11.055966564607,11.2039313194246,21.0976737261179
"vpd_aug",-0.288895964739141,6.73171735050711,13.5312595566051,12.6546581617678,22.2279283355916
"vpd_jan",11.8902641467183,0.579991558602457,12.0109876025112,14.5159216459739,24.7498333605662
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.08810694569002,4.3758750131521,8.41177722199672,11.8121557033025,17.5647471367699
"tmax",3.14193763306167,2.90948542505493,12.0333391306937,11.4379253872892,17.4297929792725
"TPI_five",2.08862240365161,-1.52618367417279,13.0139979624467,8.72278183208845,25.3006912706644
"dem_10m_zaca",5.08770052682522,2.75904501293257,11.7117628715901,12.5604964099125,20.4028987393858
"flow_accumulation",16.8526454083951,-0.236311557140059,11.4658983894272,17.0199856755858,26.2076316856748
"sr",9.15561238661573,-1.46024976697761,14.1124506373774,14.1024114300336,27.5866408469208
"slope",14.6166847220592,1.08041787530199,12.1569379866035,17.1333547879683,27.4771004009733
