ORIG_FID,aspect_30m,cwd,dem_30m,insolation_30m,rain_30m,rdnbr_2007,slope_30m,tmax_30m,tmean_30m,tmin_30m,TPI_five_30m,TPI_queen_30m,TWI_30m,vpd_aug,vpd_jan,years_since_burn_30m,dnbr_2007,ndmi_2007
35589,229.4390373,780.5765025,1424.972911,1512040.781,1029.974462,1096.762085,5.86976708,19.73888906,13.34333332,6.947777828,-0.085491042,-0.018085336,7.130176743,34.34059429,8.766642173,74,0.851754853,-0.403751752
35589,284.4688543,834.7431132,1726.581401,1206862.365,613.4666799,570.6629969,27.65143164,20.30555582,12.98777739,5.668888768,1.622931596,0.656456978,3.854417046,37.68434652,9.025046984,93,0.851754853,-0.403751752
35589,115.9578368,871.2101163,1520.139404,1104797.989,693.9500122,1096.206682,29.64219544,20.59000015,13.72000027,6.840000153,-0.310677573,-0.149228034,4.603109967,38.35196512,9.344963767,93,0.851754853,-0.403751752
35589,289.7903724,858.0932101,1610.674223,1215750.654,660.5599976,1326.709144,34.36186468,20.27000046,13.72999954,7.179999828,-0.048283523,-0.019729096,4.287508616,36.8798206,8.916640648,93,0.851754853,-0.403751752
35589,273.3618793,868.1578293,1553.789154,961109.9531,693.9500122,1031.042473,34.04268789,20.59000015,13.72000027,6.840000153,0.198486304,0.03629007,4.124316543,38.21780157,9.323827505,93,0.851754853,-0.403751752
35589,287.9672328,890.8516323,1482.982579,1101365.821,730.5499878,1331.532296,28.34326281,20.60000038,13.68999958,6.769999981,-0.201375307,-0.056470368,4.538204534,38.66829845,9.459220614,93,0.851754853,-0.403751752
35589,54.34863365,871.3643036,1513.957413,1086120.844,711.2399902,1190.759399,33.12398291,20.47999954,13.59000015,6.699999809,0.027333576,0.026251687,4.285674006,38.09585428,9.485455275,93,0.851754853,-0.403751752
35589,240.6889877,879.6053543,1525.594589,947021.4766,711.2399902,995.8621826,34.46031833,20.47999954,13.59000015,6.699999809,-0.824432351,-0.330849741,4.745947003,38.29589462,9.497896552,93,0.851754853,-0.403751752
35591,33.94289281,943.6811101,896.6364042,1020529.428,654.1159011,614.5173129,31.61066657,21.5310264,16.26794844,10.99743572,-0.25194686,-0.079802031,5.611283192,34.17969014,11.81896855,10.94871792,0.3847745,-0.131445126
35592,89.7809035,799.1233114,1399.837585,850182.0729,954.0800171,27.0404435,38.74645487,19.61000061,13.67000008,7.730000019,-3.872147202,-1.45612817,6.49148194,30.16261673,8.980594794,84,0.020227969,0.175577918
35594,82.53521776,900.8203964,1516.114685,1086301.586,725.8499756,525.9442329,31.83621287,21.23999977,14.18000031,7.110000134,0.005345672,-0.034658857,4.301657796,40.57049799,9.150116444,93,0.370673608,-0.018301505
35594,225.8813515,916.4104996,1398.077972,1152535.109,702.6400146,1214.917206,25.25755548,22,13.17000008,4.329999924,-0.451656745,-0.207911175,4.984775066,43.90901852,10.61831141,82.70833397,0.370673608,-0.018301505
35600,46.11215305,863.0764542,770.6852493,1164129.664,779.8300171,661.0846214,21.88490582,23.06999969,15.44999981,7.820000172,-0.556564337,-0.206650312,5.986481071,38.1408391,13.00508392,93,0.442053962,-0.139559917
35606,162.4746835,852.0009417,1243.170811,1528607.446,1005.539978,880.0562657,31.04559449,20.06999969,13.92000008,7.769999981,-1.760767358,-0.68271674,5.575695855,33.1890504,9.795539311,93,0.573253257,-0.248309019
35618,179.5344557,1040.213612,447.2150296,1436891.659,559.9400024,620.1215071,19.10514693,24.21999931,15.93999958,7.659999847,-0.558952564,-0.232881099,5.361317158,38.96280323,12.63232855,93,0.308829187,-0.152998349
35629,74.81998621,766.9331607,1354.631156,1247236.446,906.7399902,619.4265544,25.24269381,19.68000031,14.35000038,9.010000229,-0.846613158,-0.316008151,6.183036691,31.19868333,9.521890095,84,0.488522369,-0.015054848
35636,48.99203825,851.3857574,1338.293879,1132256.93,882.1570638,489.9494216,31.16699568,20.25388892,14.11083333,7.961250047,0.244680903,0.10276978,4.737867574,33.03227266,9.675375144,74,0.359144501,0.01952297
35637,206.5868994,967.8724467,373.2753703,1318518.563,518.6900024,291.0836894,0.766378241,25,16.03000069,7.059999943,-0.073139897,-0.025656594,11.22517188,42.71247228,12.58746624,93,0.163225338,-0.01013837
35639,56.94610786,1013.509325,470.9403754,974937.3819,535.1799927,270.4852168,30.53644315,24.31999969,16.22999954,8.140000343,-1.264851146,-0.465902775,6.131664594,42.12688658,12.67484177,93,0.176816055,0.04187155
35646,NA,993.6721039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.89108706,12.84882021,NA,NA,NA
35680,294.7579742,1027.139119,492.3347198,1051979.704,515.4199829,475.754567,25.19370944,24.31999969,16.34000015,8.350000381,0.145247733,0.072694892,4.903594955,42.65190735,12.16153669,93,0.254177232,-0.096199276
35681,68.14869853,868.8868713,1262.600647,1153638.393,920.7500087,567.8657248,34.78098025,20.3142861,14.91857134,9.512857301,-0.468283008,-0.177363448,5.610421385,31.90600409,9.805990151,84,0.45652156,0.002097457
35682,42.93247324,831.1956584,1662.460577,1005697.963,639.8900146,224.0213832,36.12757816,19.97999954,12.77000046,5.559999943,-0.018453294,-0.010882424,4.737454358,35.97387704,8.652800469,86,0.17247479,0.175880325
35683,85.81663984,890.3722982,1455.601709,1051744.217,532.1078003,328.1480291,34.03516172,21.75666707,13.33666693,4.914444447,-0.264673766,-0.09432667,4.317726151,42.74253031,9.871287028,93,0.214680026,0.019064681
35715,82.39376646,892.5771327,1126.746596,1207961.554,673.8699951,596.3439479,33.18881785,20.45999908,15.39999962,10.32999992,-1.106319076,-0.398728867,5.931693108,30.74772066,10.51752081,14,0.404468147,-0.092996769
35721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.50978306,12.57958944,NA,NA,NA
35755,171.682965,704.2554684,1824.317463,1725871.516,1241.741432,250.0574315,18.55876935,17.4241668,12.84937537,8.264583766,0.071122061,0.029389488,5.284891136,23.37821788,8.73365739,84,0.118432336,-0.076116
35769,123.5546473,727.073761,1554.130864,1576935.452,976.408182,1042.930007,22.65076623,19.03230814,13.53205145,8.022307396,0.535548545,0.181012143,4.617677478,29.39119229,8.984413257,74,0.792903873,-0.220323125
35769,232.5327377,782.5169118,1613.419139,1583717.771,989.5800171,1250.888143,19.37751381,18.62000084,13.10999966,7.599999905,-0.719663271,-0.25135323,5.677550077,29.31843122,8.745351871,74,0.792903873,-0.220323125
35769,73.52759171,748.6737442,1763.690323,1415087.422,1010.190002,1126.678093,21.95160615,18.11000061,12.44999981,6.789999962,-0.230584055,-0.078297727,5.250846624,28.89363694,8.580908537,74,0.792903873,-0.220323125
35769,56.47579411,767.5726318,1744.833374,1365205.732,1010.190002,947.3646851,21.64293698,18.11000061,12.44999981,6.789999962,-1.085052024,-0.45714824,5.251734529,28.87723786,8.582291739,74,0.792903873,-0.220323125
35796,173.6323687,752.828539,1780.959364,1680765.704,1214.41001,384.4028221,12.23681436,17.6113052,12.82130407,8.021304566,0.026223001,0.017909508,5.907049013,24.27229815,8.748253387,84,0.244227669,-0.011333082
35800,29.47375618,964.2962472,845.2423212,1136130.533,853.4985468,1122.146888,19.69101817,22.98079391,15.12158766,7.261111055,-0.570788829,-0.217299849,6.222530603,40.14866856,12.77350512,74,0.67777754,-0.32625331
35803,270.3928223,1008.080228,409.8177514,1226163.144,531.2000122,346.31731,18.35774249,24.13999939,16.29000092,8.43999958,-0.131589465,-0.057385861,5.02721372,41.8990546,12.55980851,93,0.151554919,-0.12510337
35804,209.275352,1043.105216,462.4900594,1388966.858,565.0460205,922.6109049,18.28184236,23.82533302,16.11266645,8.400000318,-0.119963465,-0.050873764,5.060589743,38.67710953,12.61004518,93,0.483225749,-0.259874771
35804,135.6686153,1037.670431,458.3264821,1401045.302,566.1500244,1132.259649,13.04804468,23.73999977,16.14999962,8.56000042,-0.438941967,-0.193013087,6.165878216,38.35909271,12.55100139,93,0.483225749,-0.259874771
35804,177.6508026,766.8713379,1745.676107,1674710.833,1183.300049,473.5536397,7.320854823,17.61000061,12.71000004,7.809999943,0.255588109,0.086697048,6.075705528,25.89087868,8.627542814,84,0.483225749,-0.259874771
35809,283.4889499,1016.465754,454.6358504,1207998.523,552.4400024,520.9569092,24.1778157,24.45000076,15.85000038,7.239999771,0.00542319,0.005958634,5.547496882,42.06279997,12.73622929,93,0.287336714,-0.142112508
35810,111.4749355,815.0490112,1399.34848,1450569.125,792.6199951,1045.485184,22.04890203,21.01000023,13.59000015,6.159999847,-1.333289266,-0.480539519,6.001206875,37.53233051,9.221264362,86,0.754680261,-0.259788424
35811,69.82059808,731.5417203,1570.751248,1360867.347,985.1739446,1244.61334,23.9584459,18.74121284,13.24333308,7.74242412,0.207514594,0.090421425,5.215787346,28.96123799,8.987419995,74,1.021796506,-0.307620415
35811,122.499855,754.9645996,1740.228752,1609408.808,1006.83134,1097.952075,21.39629796,18.1931118,12.55755539,6.921999963,0.005443433,0.002831242,5.367132282,28.85705706,8.607409859,74,1.021796506,-0.307620415
35811,69.45244789,723.3287292,1563.212561,1443174,975.039978,759.3066956,16.9143795,19.02000046,13.55000019,8.069999695,0.446670194,0.17761383,4.858064508,29.40974884,9.019857883,74,1.021796506,-0.307620415
35812,299.9246445,860.6130538,1658.51704,1168929.318,626.5599976,1118.111373,28.41321529,20.03000069,13.05000019,6.059999943,-0.156627296,-0.063998905,4.647296017,37.42914668,9.001954079,93,0.833385389,-0.276349328
35812,245.4585037,763.0461975,1741.736542,1520728.056,1010.190002,743.1813705,20.0950002,18.11000061,12.44999981,6.789999962,-0.152212179,-0.045044195,5.264760184,29.04614305,8.487095404,74,0.833385389,-0.276349328
35812,304.5019124,861.8245104,1560.812093,1149582.438,674.7399902,1338.676514,31.98183272,20.45999908,13.57999992,6.690000057,-0.092184187,0.004673896,4.349734624,37.58963055,9.083894624,93,0.833385389,-0.276349328
35812,84.51893149,750.6969469,1479.296712,1389384.375,1011.73999,823.922526,14.53427166,19.28000069,13.21000004,7.139999866,0.856802487,0.299870431,4.983052519,30.4303218,8.746750938,74,0.833385389,-0.276349328
35813,111.2327311,742.1687173,1778.740224,1547041.82,1071.030241,847.5884597,28.02146042,18.54588267,12.58970552,6.633529523,0.084911072,0.028114916,5.21240132,29.40625982,8.451081613,86,0.629482148,-0.150951805
35813,68.81153459,686.2383892,1824.166433,1364486.813,1007.837198,1320.010348,26.67395405,18.11239338,12.45636749,6.791666508,0.121385352,0.043307767,4.727087663,27.31053433,8.312734714,74,0.629482148,-0.150951805
35813,78.31880159,818.1013935,1519.996131,1250939.183,653.6900024,1325.887836,34.95366375,19.54999924,12.97000027,6.389999866,0.807633872,0.320178823,4.522676688,35.28234218,9.597646933,86,0.629482148,-0.150951805
35813,318.7835955,766.3549456,1745.773682,1325721.143,1171.72998,460.0784411,18.78417097,18.05999947,12.35999966,6.650000095,0.509259901,0.206721474,4.556118148,26.18454552,8.592225483,84,0.629482148,-0.150951805
35813,159.5154364,793.9351196,1588.748274,1518616.482,830.0800171,616.8606698,34.03063393,19.86000061,13.14999962,6.429999828,1.77068225,0.681007036,3.871937071,35.37700653,8.668758529,86,0.629482148,-0.150951805
35814,47.59535108,823.1820984,1598.614452,1100830.263,653.6900024,1036.941266,36.48030691,19.54999924,12.97000027,6.389999866,0.461959139,0.163853413,4.443052313,35.17907412,9.667665902,86,0.785387526,-0.26069878
35814,44.94456902,726.8889258,1888.5377,1238919.5,1068.530029,897.3579407,25.04602165,17.54999924,12.09000015,6.630000114,0.048300235,0.015458851,5.096235752,26.52370689,8.349695969,74,0.785387526,-0.26069878
35814,79.7261574,684.4615004,1860.51043,1515299.625,1037.569295,742.9546899,15.39951648,18.13074112,12.40759224,6.675370216,0.915785056,0.338980493,4.547188083,27.02923255,8.289282958,74,0.785387526,-0.26069878
35814,96.47405894,756.6893275,1677.886058,1441171.279,945.5700073,1369.939345,21.05080212,19.54999924,13.53999996,7.53000021,0.61920207,0.235369813,5.098449384,31.51246609,8.406501882,86,0.785387526,-0.26069878
35814,70.71343575,691.1173645,1782.193921,1378092.613,982.5126648,1342.154126,26.11531143,18.20466709,12.56266661,6.910666513,-0.032706709,0.002716909,5.346461821,27.54553471,8.329252434,74,0.785387526,-0.26069878
35814,73.32147425,711.3880893,1881.953192,1355960.716,1019.114274,1086.739308,19.45277231,17.96373749,12.32919199,6.688181704,0.377696655,0.14476969,4.782651815,27.27105661,8.356743899,74,0.785387526,-0.26069878
35814,41.56516266,732.3010712,1705.89856,1399716.75,986.710022,720.738205,17.29392099,18.76000023,12.89999962,7.039999962,-0.294721819,-0.151799094,5.065651894,31.01790047,8.437350035,86,0.785387526,-0.26069878
35815,33.09977289,815.7336191,1520.993488,1012256.95,637.2196209,861.8032121,34.62837637,19.7615377,12.64423084,5.522692295,0.3174621,0.118117764,4.814875016,34.8718407,9.688692423,87.85470082,0.675224709,-0.158038148
35815,72.18378214,746.4061152,1690.272909,1383507.438,986.710022,1172.052869,18.23692012,18.76000023,12.89999962,7.039999962,0.198289091,0.066973717,5.25071609,30.84934624,8.441779971,86,0.675224709,-0.158038148
35815,303.5095879,714.1863464,1872.845239,1302371.55,1068.530029,936.2936493,21.00715361,17.54999924,12.09000015,6.630000114,0.278556318,0.106833562,5.345653486,26.92665997,8.345353317,74,0.675224709,-0.158038148
35815,72.3706871,730.5401855,1688.149854,1454807.2,1016.621985,1069.784521,14.66047249,19.10400047,13.33999977,7.576000023,-0.278483067,-0.102674194,5.814381981,31.22039547,8.414302063,86,0.675224709,-0.158038148
35818,163.9946904,1065.82666,531.0152171,829882.5354,545.6500244,1281.414132,36.3985493,24.09000015,16.46999931,8.840000153,-0.288965413,-0.127075067,5.022034653,42.9010526,12.14518843,93,0.80406301,-0.38901707
35818,105.792323,1060.38875,476.7940757,842491.1307,545.6500244,1095.879988,33.95447792,24.09000015,16.46999931,8.840000153,-1.005911786,-0.374444941,5.486272118,42.70452985,12.20173983,93,0.80406301,-0.38901707
35818,68.68097725,1017.797937,524.5859802,1067280.906,515.4199829,1151.329327,28.2447794,24.31999969,16.34000015,8.350000381,0.284438404,0.09613622,4.230815196,42.24383774,12.10022755,93,0.80406301,-0.38901707
35828,95.64031982,888.6496195,1176.994678,1318215.317,673.8699951,703.053717,34.86014398,20.45999908,15.39999962,10.32999992,0.30086489,0.113387947,4.857295895,30.73354575,10.52682495,14,0.363823365,-0.196080779
35828,207.3217013,1024.714848,433.5818157,1378225.746,553.1944485,856.6953282,21.77286607,24.43055624,15.84611142,7.251666516,0.730243693,0.286349478,4.894104257,41.15041065,12.8273783,93,0.363823365,-0.196080779
35828,168.9193092,1048.097522,447.5217712,966538.4563,545.6500244,906.8991577,28.9788271,24.09000015,16.46999931,8.840000153,-1.548563297,-0.583649783,6.192414331,42.60250549,12.26061697,93,0.363823365,-0.196080779
35828,64.60300922,1018.499799,505.2218964,1010502.738,551.2893311,640.5025604,30.51222095,24.44133415,15.8753336,7.299999809,1.915944096,0.734409042,3.745141888,42.16117401,12.62599821,93,0.363823365,-0.196080779
35844,330.1309662,1026.750997,452.4205424,886020.651,544.4458618,623.866951,32.83049146,24.09416676,16.45499945,8.806666851,-0.387036086,-0.136965785,5.136841019,42.46634897,12.30338383,93,0.356852042,-0.132788591
35867,39.27778831,821.2621084,1038.920837,1068173.163,854.9500122,718.6823237,30.15361991,21.69000053,13.96000004,6.21999979,-0.368134843,-0.136191145,5.486317891,36.90209433,11.24421934,93,0.594898075,-0.068987648
35872,275.8260078,1031.123749,472.0537033,933850.0156,515.4199829,506.3195877,30.44741344,24.31999969,16.34000015,8.350000381,0.044323396,0.008355245,4.986319304,42.98612404,12.32493734,93,0.301315673,-0.126453732
35900,120.9324936,760.7123291,1780.327002,1632792.75,1213.140015,265.1518829,13.83553734,17.62000084,12.81999969,8.010000229,0.071004236,0.067693761,5.435939884,24.27297859,8.770956039,84,0.177237678,0.0710241
35901,87.63486953,783.0717002,1099.024722,1078941.227,854.9500122,651.9124692,28.85565667,21.69000053,13.96000004,6.21999979,-1.123636149,-0.435703749,6.136894628,36.1466205,10.99747276,91.57894737,0.542767114,-0.024589754
35904,83.34712873,1000.399484,412.5854449,1122733.018,531.2000122,393.9327959,20.15399088,24.13999939,16.29000092,8.43999958,-0.425266803,-0.182524433,5.39712538,41.98264749,12.57208511,93,0.214414839,-0.089407136
35905,52.48378915,1017.148457,568.6397171,916249.2109,515.4199829,408.1326571,34.76031065,24.31999969,16.34000015,8.350000381,0.292696434,0.089400898,4.133414701,41.95124245,12.20761704,93,0.251284759,-0.0039156
35908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.12075476,12.46812044,NA,NA,NA
35963,257.0883233,831.4969962,1125.993896,1413005.634,893.8021545,929.3906315,22.89864656,21.20642812,15.65857172,10.11071437,-0.068593833,-0.026396979,6.27695305,32.45535851,10.53939063,57,0.632061103,-0.20157816
35997,304.0665229,1011.628501,521.0570918,990908.625,568.785723,683.3721292,32.59443787,24.05999947,16.20571443,8.351428509,-0.130494615,-0.027509777,4.918576258,39.73171071,12.98119647,93,0.501605532,-0.140038678
36023,277.1405926,958.136322,848.5608826,1100345.953,927.9412308,626.8643684,21.45196152,22.72874928,14.91750026,7.096249938,-0.429573894,-0.162224872,6.962707669,38.08598423,12.102121,84,0.45090932,-0.064749708
36031,177.6502621,821.8272448,1027.291157,1467752.671,859.7700195,789.6643227,16.1749009,21.47999954,13.72999954,5.96999979,-1.153389187,-0.428174825,7.333988202,36.08478044,10.83752035,93,0.582502577,-0.143060492
36038,310.7143631,790.1955643,1471.332138,1189699.992,1059.23999,382.5203164,28.49784215,20.11000061,14.03999996,7.960000038,0.212605221,0.07809427,4.674706091,34.47042513,8.950040023,84,0.319447602,0.135292662
36039,261.1628443,973.4695231,402.6596476,1003870.37,531.2000122,317.0600904,29.49463542,24.13999939,16.29000092,8.43999958,-0.869821617,-0.322911788,5.176966449,42.22076066,12.42960501,93,0.206634571,0.009675055
36040,84.01294017,829.9525108,1290.985886,1341045.766,774.4043579,916.9883842,22.98231602,21.05833352,13.45708328,5.845833212,-1.214082503,-0.433863742,6.474084556,37.17875051,9.902971625,86,0.646195399,-0.225168248
36041,45.18774823,864.1396739,1232.912277,1087885.719,920.9111226,393.2208303,31.46623119,20.41555603,15.01638885,9.607222358,-0.540946117,-0.2062924,5.27790001,32.50617552,9.958445708,84,0.311785934,0.104144276
36041,111.9097626,693.369573,1721.306529,955032.0417,1202.729431,178.7948049,35.1483353,17.61777719,12.93555578,8.24333334,-1.307953998,-0.513862327,6.298181415,23.17820485,8.858699083,84,0.311785934,0.104144276
36056,298.434518,944.9531512,974.1898455,1059399.848,668.3599854,304.0413034,35.95322227,21.82999992,16.54999924,11.26000023,0.272360176,0.094170705,4.245730536,34.88716616,11.74708734,14,0.228625719,0.09447873
36057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.37964935,12.62663898,NA,NA,NA
36058,53.76656055,876.5881348,1193.960953,1045815.914,673.8699951,669.1616364,37.79745722,20.45999908,15.39999962,10.32999992,0.857650729,0.318642093,3.98326841,31.86533117,10.93120086,7,0.498168338,-0.102648794
36074,265.0034578,847.9980336,1241.498482,1417409.886,1005.539978,499.3578365,14.91298377,20.06999969,13.92000008,7.769999981,-0.919051465,-0.323706879,6.782861482,33.25405021,9.815400455,93,0.41123336,0.034221856
36074,298.5012589,776.4215851,1296.304024,1089568.727,903.6199951,236.96755,35.88897026,19.79000092,14.39000034,8.989999771,0.58145564,0.20684052,4.021655455,32.11278546,9.725683689,84,0.41123336,0.034221856
36074,55.50628458,779.1612985,1336.242031,1225949.237,906.7423706,308.508509,23.86579023,19.66857174,14.34000036,9.001428808,0.232252336,0.091055007,5.418659415,31.68114594,9.676056862,84,0.41123336,0.034221856
36074,329.2932364,766.0326116,1313.804659,994427.7452,906.7399902,257.649353,34.61598602,19.68000031,14.35000038,9.010000229,-0.464265737,-0.151287503,4.967679684,32.49039122,9.903829575,84,0.41123336,0.034221856
36087,93.62631719,695.5545834,1811.364172,1373149.544,1199.52002,418.8342357,22.40912381,17.62000084,12.65999985,7.690000057,-0.897332482,-0.341244968,6.018236315,23.69474972,8.761278826,84,0.336410123,0.104907877
36088,116.2914438,761.502202,1367.739521,1121149.341,893.9000244,636.8784321,26.80156752,19.72999954,14.38000011,9.029999733,-0.200470744,-0.060291777,6.273415199,31.90468187,9.727744102,84,0.531771201,0.016668903
36088,297.5508041,795.2121633,1509.749634,1207982.49,954.0800171,842.7290115,31.84831587,19.61000061,13.67000008,7.730000019,0.366132967,0.164962908,5.75392441,30.30489937,8.960741599,84,0.531771201,0.016668903
36089,300.3377894,653.2109541,1851.649936,821059.9602,1207.459961,130.6037837,45.93134204,17.63999939,12.93000031,8.210000038,-0.92716227,-0.362613725,4.73169433,23.07142102,8.852963881,84,0.101353908,0.279170397
36090,247.018308,1027.311646,432.5160408,1199744.703,556.6216736,471.2437172,14.6005125,24.33916688,15.83916652,7.330000162,0.529636793,0.190328019,5.659038842,40.10912323,12.78414035,93,0.327465348,-0.054955356
36090,327.6481552,1027.978455,459.0331268,1135704.625,556.3200073,387.2502594,19.17656446,24.35000038,15.82999992,7.300000191,-0.381671473,-0.163481396,5.337649822,40.34904671,12.78410006,93,0.327465348,-0.054955356
36093,318.372551,1030.245667,458.3269043,950380.5781,559.9400024,382.2985878,29.28956366,24.21999931,15.93999958,7.659999847,0.241218576,0.145917049,5.18046087,38.96359873,12.64647472,93,0.265368313,0.004693715
36121,288.2012742,1020.135845,398.4895083,1045404.64,530.0757236,238.9450073,24.3002837,24.27731724,16.1269353,7.976551746,-0.707041541,-0.2680256,6.005690279,41.4316476,12.55799649,93,0.155637402,0.050838274
36122,192.5408769,1018.546076,407.5017978,1067514.545,531.2000122,220.4106168,21.27348213,24.13999939,16.29000092,8.43999958,-0.442829479,-0.179007745,6.14188255,41.72193007,12.5417568,93,0.134501023,-0.002905315
36123,278.7889587,780.8446899,1660.985303,1334870.681,1183.709961,296.9562822,17.94925785,17.96999931,12.27000046,6.570000172,0.148933917,0.049794087,5.108564854,27.44290619,8.557710123,84,0.231527203,0.114379458
36124,81.27785365,780.3011678,1668.402181,1448462.563,1183.709961,146.0551268,14.06715616,17.96999931,12.27000046,6.570000172,-0.32872179,-0.141236766,5.586956739,27.40977828,8.550693989,84,0.111342972,0.187453984
36124,303.6654002,790.7903341,1453.856222,1203864.354,1024.099976,598.6877035,29.17784945,19.19000053,13.44999981,7.710000038,-0.581796147,-0.218507838,5.463935137,32.04932626,8.557346503,86,0.111342972,0.187453984
36149,78.72954674,870.5324036,1415.350867,1275993.525,818.3828674,336.4048157,32.07980461,20.34400082,14.89800034,9.441999531,-0.922939724,-0.367032883,5.777124548,31.77896404,9.502192879,84,0.236326799,0.075377639
36150,320.9697853,1033.680544,503.2790823,939240.7027,518.1647524,360.3971135,31.47086591,23.86454484,16.5034345,9.142323176,-0.062853362,-0.024633541,4.736807852,40.99403289,12.14058223,93,0.239293467,0.011100498
36151,51.10760364,809.0880238,1213.954462,1225329.96,898.5036399,874.7414648,21.87895502,21.21181765,15.68363658,10.15545472,-0.099804813,-0.047560178,5.233085242,32.54740429,10.59784005,57,0.664056651,-0.178294626
36152,253.2056136,800.5653243,1356.119673,1418206.773,832.2351685,588.117845,26.72303234,19.87818232,13.12393908,6.360302882,-0.717278989,-0.27017397,5.993348122,34.91893075,9.349046707,86,0.43547439,-0.060463941
36153,265.3282166,797.2450928,1376.875281,1349650.463,830.0800171,348.3882339,30.1908268,19.86000061,13.14999962,6.429999828,-0.366035975,-0.140552096,6.055994129,35.04609222,9.122409439,86,0.280645274,0.113725252
36154,47.99029782,857.1015015,854.9361893,1050789.522,779.8300171,261.5668176,27.71285007,23.06999969,15.44999981,7.820000172,-0.520043669,-0.201700574,5.86011339,38.41485712,12.90153956,66.3559322,0.166109112,-0.00068692
36154,323.5945183,822.6804343,1062.440645,1123859.055,869.2098784,1012.811671,23.13564783,21.07215679,13.7384965,6.403333327,-0.498572663,-0.189230325,6.03433034,35.79889544,10.71039127,93,0.166109112,-0.00068692
36162,52.51725338,819.741939,1387.265084,1120335.987,710.5050514,248.251716,30.50869147,20.47291006,12.61370384,4.744497424,-0.107719943,-0.044348054,5.403181967,34.73441569,9.999306452,86,0.19795519,0.171561606
36181,NA,1024.242296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.45272775,12.66931313,NA,NA,NA
36182,62.6643486,755.4825643,1495.938599,1338854.458,1011.73999,596.4915365,21.82235972,19.28000069,13.21000004,7.139999866,-1.022026916,-0.407012373,6.26160574,30.12502352,8.711168607,74,0.480208337,0.037511754
36201,315.9231815,1038.673671,612.0635065,856052.75,534.6594424,609.3200795,37.20434802,23.55166694,16.70055601,9.845833199,0.294741795,0.10639999,4.550691979,38.27476065,12.47324121,93,0.433454146,-0.098791361
36249,50.36719646,822.936556,1406.664608,993554.9333,1050.349976,269.9660177,31.3012591,19.03000069,13.01000023,6.989999771,-0.426053439,-0.140594933,5.404208819,30.35045776,8.798187002,84,0.228665769,0.217252834
36262,295.1396141,773.0060806,1627.857056,1261582.422,890.6687775,222.8886538,31.49507165,19.46625018,13.10874963,6.741249919,1.003245041,0.353944572,4.326570511,33.2243495,8.599280477,86,0.184017904,0.225719858
36263,286.7803446,771.4864095,1415.908298,1394613.694,900.5629476,737.6668888,17.04519741,19.60148197,14.25370397,8.905925857,-0.277050627,-0.091953697,5.490860118,30.41869036,9.331987646,84,0.556155095,-0.07491432
36264,289.7017321,791.8485224,1544.361468,1064672.899,830.0800171,171.5502702,41.08928771,19.86000061,13.14999962,6.429999828,-0.464532433,-0.162950709,4.468982061,34.2588481,8.634530067,86,0.135819269,0.247202822
36265,58.61409933,766.7944641,1176.789196,1095809.659,854.9500122,568.2975339,29.27878276,21.69000053,13.96000004,6.21999979,-0.343331998,-0.125785286,5.708136472,34.98152837,10.64871558,86.45454545,0.465032613,0.037532323
36265,92.95257021,756.6814204,1274.429592,1340789.397,893.1255069,780.6979556,27.80447222,20.20173919,14.17028999,8.128840675,-0.484152084,-0.169641469,5.583335897,33.29666254,10.13994122,84,0.465032613,0.037532323
36266,239.9813126,703.0505737,1767.351862,1271735.569,1014.258237,301.8716759,22.94021435,18.20177784,12.52833304,6.844888663,-0.215040423,-0.072668284,5.655923414,27.61269131,8.326709318,74,0.250820427,0.217929316
36268,107.922093,1017.884521,492.3842119,1156109.58,559.9400024,350.3042101,21.23813139,24.21999931,15.93999958,7.659999847,-0.922076046,-0.344519115,6.046649456,39.63758687,12.93216269,93,0.279777063,0.075645791
36282,46.74530794,781.2249552,1706.835347,1439857.531,1166.181691,610.9888941,12.58376014,18.51583385,12.42805584,6.330277721,-0.017296687,-0.00999154,5.992198904,30.46162796,8.61530749,84,0.39511094,-0.051808152
36282,290.6867981,807.3706543,1391.607471,1071248.05,954.0800171,328.5651947,39.23408203,19.61000061,13.67000008,7.730000019,0.320301664,0.118344123,4.579085541,31.79096413,9.070681953,84,0.39511094,-0.051808152
36283,304.2923802,816.7504185,1359.084281,902480.183,705.2199707,133.4635346,37.30209909,20.5,12.59000015,4.670000076,-0.175313306,-0.056890095,4.494203465,34.73936381,9.952010087,86,0.111294346,0.307299402
36284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.61417651,12.61317019,NA,NA,NA
36303,293.7300377,709.6503876,1813.466748,1277129.394,1224.906018,277.2389469,30.39962873,17.38466702,12.91333361,8.441333532,-2.101143419,-0.820352005,6.665799689,21.85779715,8.654088974,84,0.219775163,0.166221957
