"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"TWI",-3.22479182553471,3.45286152642589,4.44349612495147,3.26898481749729,21.8425077490236
"cwd",2.24097262537986,-0.138982720220558,12.2687901570496,9.07379322447975,24.7384985095393
"vpd_aug",2.64401913629724,4.96496551996199,13.6091655419941,14.1608861234847,25.3437810147743
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.96244717977724,2.66753713300268,6.48830694161131,11.0389836651798,19.8660309187222
"tmax",0.5950120769497,7.37443980029559,13.0113043609036,13.8865555547758,19.2442337606459
"TPI_five",10.0951848678811,-0.672876535633485,16.2119665874057,16.0656948665511,30.2461782920408
"dem_10m_zaca",5.92176515578008,6.71934744511413,17.6293804845961,19.2408938953305,25.9185669042126
"flow_accumulation",12.2772539349376,1.66704996319619,8.5465118493936,14.0532510555857,23.9010300983577
"sr",10.5455477633457,0.561451473232762,15.9759340215074,16.1760870223698,32.5500500800565
"slope",10.5035522011333,1.08326662379037,13.0726281401692,14.6885202616395,28.2665288876172
"TWI",-2.25537699804704,-0.382735537649806,5.21905174715767,1.91302128611488,17.8197847032889
"cwd",1.8686185523944,3.06157363743001,9.91146527854413,9.01656146488686,23.9622121119876
"vpd_aug",4.03450854185538,14.8152199281392,12.0408498393336,19.6551749031103,27.5427922430714
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",11.3020964230696,2.36634400530143,4.96263432309824,11.1732182916762,20.394857133062
"tmax",1.62169119316738,5.92475079224769,8.54026699873902,10.9025606460136,19.2264140184866
"TPI_five",14.0100078309421,-5.08108554639891,15.3219679714463,14.8414538183562,30.4944898642681
"dem_10m_zaca",10.2276936436634,4.96161897543629,13.39683127264,18.1905991771225,26.670726011785
"flow_accumulation",16.694520804664,-3.14201567803827,4.23819734775148,10.9171558268839,25.4915112211352
"sr",26.0042990196894,-0.440755228784772,10.9248601585138,22.3121957902012,34.0955419697018
"slope",14.6116826824959,4.63097505180181,9.88105446310429,16.8372047729368,28.8118479074748
"TWI",-1.48187359373109,1.04990605739991,2.18622707600291,1.02489140943801,18.3034239006837
"cwd",9.70384677846404,-0.657440869600828,7.39894482509455,10.2159150992693,22.1323156784667
"vpd_aug",4.25720923497142,10.4143486458234,10.0870618713429,15.6206435173246,23.6956189616034
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",10.1575144642435,3.49334390340187,9.7589518384998,14.3286214950365,20.4797313438968
"tmax",0.0522409777147693,2.32026197443804,12.8728353101417,10.0501561151885,18.0504508871505
"TPI_five",15.0579855060036,-4.09935182560893,21.1019764716712,20.0944856950559,32.5099512411971
"dem_10m_zaca",8.42176509142743,5.12000824236642,17.0924577747824,19.1778839712266,27.464752592381
"flow_accumulation",13.9574277850291,-3.04896500335616,12.1250379083876,15.650378589741,27.0069975521895
"sr",7.02895688704955,-2.90014038387757,17.6423645705118,14.1550377025839,26.8514114550964
"slope",13.4863542721579,2.78192822103281,19.9944114366837,22.2518712061505,30.9630877891067
"TWI",-5.97007485141021,5.32458151876515,7.65365612792638,4.99283647757684,20.1545986670959
"cwd",6.12161350395492,1.30712529877577,13.2128045321223,12.821514235727,23.9521256460684
"vpd_aug",0.999617973726003,8.7729124824636,10.8772248443005,13.6422864764589,21.8701354924851
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",9.22128268641633,4.39443825213681,4.60641622672584,11.9159642764541,22.0927572428903
"tmax",2.32303659117531,2.57436208466568,12.029244484172,11.1082171247769,19.3392504185756
"TPI_five",2.45535013941059,-2.04121564044127,13.7934820677276,9.30659497513574,27.4339473089465
"dem_10m_zaca",5.6478935926012,-1.07597692367098,14.4953154653806,12.3157903148551,25.3398054674001
"flow_accumulation",11.5129699968215,1.30532795266144,9.58822837883377,13.8799539674867,27.9872352919513
"sr",5.99863985497604,-4.5155189474006,15.7014393948868,10.7685266238719,26.8316425650594
"slope",12.7911039008819,0.591267808696621,15.6990350553446,18.0343393003369,31.4015695700088
"TWI",-1.94294593671942,2.76924618753555,5.13824804986213,4.10117356781898,21.8391482183179
"cwd",2.16726840599192,2.69703463908418,10.4667245610527,9.38993692722411,23.1814094241266
"vpd_aug",0.0350155870866646,9.9756237149314,8.59367754189884,12.5225390135205,23.8885091593909
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.07686019191703,9.48858296185239,10.0188787865673,14.7490293420249,19.3229226468588
"tmax",0.378921478658576,9.82822546204311,16.3947771047876,16.801031837196,19.9943379136814
"TPI_five",9.88808452995216,-4.0120427584251,15.9310560569293,14.1795867561964,26.5098364349713
"dem_10m_zaca",8.09928363975211,3.84317437154103,18.6561348020842,20.170995218109,26.9438800647801
"flow_accumulation",19.6097310065715,2.77304249736745,13.0788908222844,22.2212031964369,29.6345225775285
"sr",11.5931254148023,1.0000866979902,19.2059104425495,19.3206093574713,28.7417704316626
"slope",8.57492174287258,5.81969195647696,18.1356505218582,20.4830644996096,30.6128082312809
"TWI",-2.77302923821362,4.96835920536557,4.96369233217848,4.48941373041658,20.3629459977343
"cwd",0.804902153994214,6.43731194093966,10.5660024448916,11.4796344294052,21.7195586914814
"vpd_aug",-3.86300125383631,12.7619676447943,16.2258023779676,17.5444903014079,25.5030276766882
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.71915409929678,8.10651098590813,5.84583871463411,11.8209770359938,20.0844550919968
"tmax",3.82903787287118,5.33517118895323,14.7766289886017,13.9606379979512,20.5146800191336
"TPI_five",7.93999911101687,-1.38564625748872,14.4105325310522,12.0517257973994,30.3240832434777
"dem_10m_zaca",6.08675408453923,-0.07395454534311,19.6838071283867,17.8824918330103,24.8074010775754
"ndvi",10.4584037866244,3.26950494342335,5.35198631805446,11.3318979124349,24.9780149815761
"sr",13.5910489021273,0.573116176120291,16.8766766685612,19.3764726181192,30.0232572555467
"slope",17.2585228931929,3.4172787441719,18.678965957151,21.5990537034343,30.8840677950873
"TWI",-2.07455903601934,2.14192041123069,6.56504418407534,3.93308472022921,21.6757016525022
"cwd",2.0180208423353,4.02441431020751,12.2584522586156,11.3276706226321,21.9275964833597
"vpd_aug",2.5518409016798,11.6801925171125,12.4944963453949,17.5808420725461,24.1175637330785
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.24935882487276,4.02307782996093,6.83265363015107,9.3055728084644,20.1636404253911
"tmax",7.51416033962356,0.276076005407874,16.3426427929415,15.9299955083882,22.1475985834737
"TPI_five",12.0265919423543,0.267998580034735,15.5874122063532,15.8393226825226,31.7905076412476
"dem_10m_zaca",5.6315183432996,0.141404765406025,15.0937212203527,14.3137354076062,23.4008712903971
"ndvi",14.2077785438739,8.80339195890173,5.53604296951058,16.6012792817418,29.1276436776278
"sr",8.53427507617369,-0.782289792335058,13.8385468814498,13.2239111836211,26.2867702575493
"slope",11.2211633860835,4.0192061480885,14.0816181540445,18.855630434945,28.7893472516068
"TWI",1.57352902806947,2.50612860287818,2.70259150935378,4.30498348827122,20.3644109305778
"cwd",3.08236949890648,1.85110413111196,10.0249743323815,9.18202907505072,21.1085456102633
"vpd_aug",7.6862937155156,8.28989917210316,14.5932678109737,20.1885531403623,26.1783389985328
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.32832670100208,9.37939990446786,8.10170844793502,12.9846443570454,20.4044773982394
"tmax",-0.00792216808189743,7.34277537048252,14.4379943952825,13.812653188547,20.3496354569275
"TPI_five",5.40155410646283,-1.82205939500784,16.4670867995119,12.9773001097391,30.3683260409741
"dem_10m_zaca",0.191073267389766,3.98756079428347,17.7526944162971,15.2706540678422,26.2382341510216
"ndvi",7.58969171726589,10.0040892490857,3.53625347824151,12.6967452401883,25.7839238700088
"sr",6.03853569960329,-3.44022936286682,11.5756777927051,9.15170919906176,27.5772786760855
"slope",11.7543964976272,2.18998576986006,15.2892124632095,17.749707251376,28.994106605846
"TWI",-0.683485421890763,2.80357669423878,5.41445491638987,4.67002411964755,22.3381018217474
"cwd",-1.58892008231132,3.47805940244101,9.31152539646617,7.09809175693094,21.9085668438967
"vpd_aug",-1.29547537738867,11.8986510431799,13.8341178982067,14.992435472048,25.4009224685873
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.07536181613292,7.07462770148568,8.31959618273517,11.4859174908728,18.4023990862887
"tmax",5.11005723965532,4.36557376822449,18.2603588670095,16.7597991397489,20.7679643925153
"TPI_five",16.9545182329607,1.79723308443651,17.8830228306439,21.4372289049056,34.7023019417319
"dem_10m_zaca",6.65358509081114,0.994431171733991,16.2842511609017,15.8809550620384,24.3017950934239
"ndvi",9.92851766781459,12.0074177395769,6.70457336239473,16.2785270292395,25.8450187629809
"sr",6.44877302552494,-3.36052271859663,16.0061476888744,11.7903314099354,25.7941623076601
"slope",11.1218187557486,3.24898923047179,16.5593889935496,18.9074062357594,29.0952777641954
"TWI",0.794954864216946,3.93279293557226,3.9761193270965,5.40205657586297,21.2937872286061
"cwd",3.1594912496814,3.41803241636093,12.7614346484785,11.7102423589069,24.2035440442663
"vpd_aug",-0.746762420105517,13.371910281111,10.9440421329101,14.9559199930242,24.8915947116654
"","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.26252636092066,5.16543328534705,9.69227605740348,12.4934107719165,20.5674926927181
"tmax",3.19553244596627,6.15857966360548,14.7664322415867,14.7679213669642,20.071432972387
"TPI_five",9.30516145514402,-0.47652067508005,7.94981599404007,10.0776313076394,27.2855546969353
"dem_10m_zaca",2.21694447107785,4.58852433309123,17.5530912274778,16.4994365016372,24.1722415530996
"ndvi",10.4990024789936,7.3578025407367,3.89842432105567,13.3864073802303,24.5372386194797
"sr",16.7842666298641,-8.77048865475242,18.7695925202807,17.2385042902295,30.5886911807286
"slope",17.2575766791547,7.8342906510192,18.1230476811374,25.645983394324,34.1513825514823
"TWI",-0.136740380590248,2.68127482315948,4.28935033339552,4.28325259948335,20.0433441190384
"cwd",7.97016902914405,1.61258103260771,13.0814070790284,13.6789095172444,22.5378470498358
"vpd_aug",-1.28151841992449,12.9312141152673,13.3822496335747,16.5576459042495,25.3749398976293
