"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"TPI_five",10.6291947821974,-0.931517949660371,-2.81924956861291,19.8851649228808,15.223431615795,42.9154665579381
"dem_10m_zaca",10.747876601564,-0.14330500893444,3.22917548624887,17.5893314480654,17.8046149299532,40.6635035324072
"flow_accumulation",6.27135265935746,1.68673083683766,-2.90197247891372,12.6925561405765,8.86682951315063,35.07603261036
"sr",1.04288139498276,3.94606980952223,2.28426571906957,18.1813772342765,13.2762186154552,39.6812709727508
"slope",9.7369748546753,-0.951379544897153,6.71650804127282,19.2996864160933,19.4677566338146,43.58753976755
"TWI",-0.117138557134385,-3.90507777731917,0.724841474673185,7.15303997053722,2.14477184458955,31.2069548284651
"cwd",16.5068562709578,2.60749769285985,4.92984402046125,15.0949299366429,19.789490366825,44.9962406258818
"vpd_aug",-0.924449264802328,1.2021107688767,8.92564754901909,11.9415594406966,12.5256576035873,36.3334793515587
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",1.37403856495573,7.19716430618147,3.68091425489365,7.89990490051543,10.6871561970687,29.2684613346799
"tmax",2.18812057154044,4.52205222891506,4.21619285133837,14.3996320879115,13.5295031894731,30.5742922000094
"TPI_five",12.0780024815335,6.95807667128761,0.523618677966785,16.4177542757217,19.153271015464,44.2927699041999
"dem_10m_zaca",15.8994622291461,-1.86986798700663,2.94506011519357,19.8797776321167,20.2959261117397,42.7990938694484
"flow_accumulation",11.836299427551,3.97128605350842,1.81337864280931,11.7044509678615,15.6321802169096,38.4848216063468
"sr",4.36883563771431,7.99366409116333,-4.50384181704123,17.0085714055044,13.5304487020719,41.4624150207978
"slope",15.7036718021897,3.53519626037547,-0.300134517737762,18.8370438119328,18.9187799668466,44.5085624054589
"TWI",0.64893654252005,3.22830726231099,2.6232665426497,5.77433126149706,6.54792792009989,32.4579900981048
"cwd",10.2616350406838,-0.0329805294767498,3.6605403787533,9.35437606189132,11.7830566926714,35.0299650542229
"vpd_aug",2.45878565505828,1.08986975374671,9.09285704980485,13.5646626736891,15.0313196422783,35.4140765067308
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.8252408294488,5.4969222307914,6.32642088549408,9.09182951940324,12.356598195759,28.4971666741185
"tmax",4.45881280045649,3.90613628004432,5.20676783944105,18.4329264424517,17.8028415607196,29.6725259564223
"TPI_five",10.7438416314063,2.48780369937655,-0.743807920232353,19.1401982948425,17.0888857277145,43.8590832267173
"dem_10m_zaca",11.8042239774028,2.16294029012838,3.66242762162997,19.724246941789,20.4127550411346,41.4132277575834
"flow_accumulation",14.667872341957,2.84063230393094,1.36386261329507,9.92554793713893,14.3207684090479,38.2072432772076
"sr",11.2526916228608,5.93599210728445,-1.82191396383956,22.7638653701138,20.0358014799339,45.9708257610899
"slope",13.2755573406581,1.08558015395162,0.816800344733194,17.4308313211426,17.308698246896,40.6275196175965
"TWI",2.54020411652476,-1.1770563431149,1.25591662775741,4.84129293006292,4.4181995216382,31.42134707286
"cwd",9.58030821253038,-0.211498861234864,3.01906584259386,15.392296518101,14.024091072492,36.7299479236071
"vpd_aug",5.84168393721704,1.31450408647265,10.732770101454,15.1988475831015,18.483147286371,37.8618807327967
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",10.1719178558289,4.26002603975259,5.5322043055834,9.00058854211458,16.1310501233661,32.0571841778015
"tmax",3.73913787040997,4.0394295110625,3.23862149309026,13.069776782587,12.0802150469134,28.7015746596601
"TPI_five",9.3821809021867,4.20209964090623,-1.0171707419614,13.7035265784074,14.0783165946547,43.640290191528
"dem_10m_zaca",12.6842637871177,1.49122633248352,4.4204991084803,23.097690512972,22.0960477416062,44.59382672144
"flow_accumulation",11.6016841215284,5.38049786936812,-0.278556520753249,12.8694841369465,15.9175564888846,40.3459648543773
"sr",1.22309595648488,3.48193019929096,-3.60065302866684,12.9512781025538,7.26825530072112,34.7702079196609
"slope",8.05133229159477,4.98931395255257,5.98711031877165,11.8029301056217,16.8998889382395,40.0787253584549
"TWI",6.10119533128644,3.85702400063948,0.85152013145074,3.43435477757347,7.61439708090248,32.1068646736239
"cwd",16.7310300665858,3.15705922369444,1.79562484879204,13.7413256367471,17.8383283885777,41.4008823209713
"vpd_aug",2.53296990268303,2.0349206446553,11.5423621012944,9.03800315476493,14.4202432487893,36.569823122482
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.02560661004456,7.2598218096769,4.03563045965886,6.90619693748382,12.0995808241348,28.6881880343374
"tmax",0.578375958605077,7.20295254329986,-0.626221681466573,15.3950463194946,12.3203040250587,28.5275021617233
"TPI_five",1.38481530375232,0.497171532379422,-2.41074434268496,16.130500507556,8.35841072646314,38.1535755256003
"dem_10m_zaca",11.514263940173,1.67348327690384,5.32945078401807,23.9376263408407,22.2040627908738,43.771872811568
"flow_accumulation",11.1177574899844,4.9427763827331,-0.855123298603779,11.1536537831618,13.2663932696682,37.8596108364642
"sr",1.69504134436237,8.31868389057726,-4.33666853002099,18.5956641225139,14.2793060426968,37.9987402731298
"slope",7.91326784443567,5.57440573770994,4.83322601120391,20.6493771961997,20.6794720770025,43.5700934475751
"TWI",2.89049383177551,3.71510302132316,2.62905859269615,7.15082214610041,8.30598710333414,32.9242349532185
"cwd",17.688035838998,6.30864363443256,4.72719523436432,16.8867025843397,23.3133624868499,45.2037193172568
"vpd_aug",-1.80350700783273,5.77855783565985,8.76839329942549,14.2160745388778,15.0713657561716,37.5631746391263
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.44105033970394,3.88070237478003,4.63493646469558,9.32582000662141,13.7729842974184,31.5415625186803
"tmax",1.59188182056164,4.56269749334903,1.62373328243686,16.0311101786985,13.0250533059422,28.8139425283408
"TPI_five",4.71073452620194,3.52073248445245,-0.726885393525936,21.2367192645942,16.1650656237619,40.2621751517461
"dem_10m_zaca",12.2621888267806,-1.26323949209684,4.63161252837095,20.747446468111,20.796231597697,42.2873778535595
"flow_accumulation",11.7375341098435,5.15689008169608,-1.46286005472942,10.6408141114479,14.5207459100312,35.5827210595918
"sr",1.39642751661104,8.2303802973927,-1.61660648144031,18.6962679870617,14.5910442202208,39.9506469960986
"slope",12.2651109281085,6.75204973216904,3.17192648306388,21.7442824545714,22.5855150888495,45.9103857499007
"TWI",3.71895856966741,-2.54007315259356,2.40591221626042,6.75508017407162,5.39124916283518,29.8732510334249
"cwd",11.01068513181,4.19440514439722,9.43445014951442,14.1509344280713,19.6631198822195,41.0072041877729
"vpd_aug",3.77905875513343,4.89281867049742,9.46228785314712,14.1077223824699,16.9871500137066,39.0266289208839
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",2.46515607126725,7.2843836895288,4.54269728799231,11.7278210291206,14.2582937332807,31.6194843673829
"tmax",2.95130480185398,3.64750345365008,3.81146173040012,18.2362004380196,16.2930248391346,30.1798065703454
"TPI_five",4.90599513200295,0.822785859910259,0.640121207577208,14.4096997275538,10.6681862185919,40.3017555006298
"dem_10m_zaca",8.64132763521266,3.0803716260003,2.04429832124901,20.4740897715086,19.6434234861749,40.4720329063253
"flow_accumulation",9.02898428438717,6.37525528322434,1.80079002929856,8.57609923531853,13.9836987560651,36.7512893454552
"sr",7.17371644064244,7.85901040912651,-4.22989471849604,20.0716840496834,16.5394510611347,43.1583554717289
"slope",11.7030804523688,1.86013590219842,1.95971680560594,20.9413116498979,18.9470897649528,43.5787059395935
"TWI",-2.06671969268031,0.720847661037581,2.74674022818881,3.32113419109953,2.46642674488202,31.729064449165
"cwd",8.09355092967025,4.56319615746685,1.4107400839005,13.876151892885,14.4814094076307,37.261478839016
"vpd_aug",-2.26657734986717,4.19935947166738,9.88496066850035,14.6523421462679,14.4777593302151,39.2043706103573
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.49434225165162,1.82277470749936,3.66258619367148,10.60874717207,12.9076204449863,29.6838576648513
"tmax",1.86336723407663,1.86993741894483,1.79032884011243,13.1926914906066,11.0651357114305,28.5358030093122
"TPI_five",6.06644551817705,4.28735853094317,-0.736048072666285,17.7022141222866,15.6431460127291,41.2240806459252
"dem_10m_zaca",13.0588846026832,-2.30035058007256,7.35846253430227,18.6373758098875,20.1956387943209,40.222101357568
"flow_accumulation",18.522497360185,0.70972199088738,6.76156911842423,8.49213524707732,18.1553080196675,43.8287953816496
"sr",13.0018037249075,0.282407151430134,2.9128394480502,19.799457465216,19.4600522829767,43.2042889736328
"slope",9.83488811641441,-1.00276977520746,5.48952922562637,20.1363128190945,18.9484867210633,41.7697388174656
"TWI",-2.70571749405567,-1.33651670087315,2.57485169609451,3.68934701574472,1.16000014168472,29.628130271359
"cwd",12.1173883791627,0.22529898604119,4.55847383142929,15.5145985933914,17.6489019084331,38.7886214662479
"vpd_aug",4.13327578431481,-1.65728421572982,9.60699245906859,14.0144746391305,14.7376626300628,37.3361424119878
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.92528941836846,1.25980901752649,7.69211211898189,11.944907252309,14.6184995783964,30.4585130625357
"tmax",5.58201801407078,4.33535090957321,2.64707002188476,17.7974560149897,16.2394990103162,29.8458443032376
"TPI_five",8.20236390852798,2.72123990554129,1.60298320201929,15.8143984144262,14.9426483940855,43.4938892753275
"dem_10m_zaca",8.22299643151392,-0.372164767121138,3.01860106869675,22.0138867112779,18.4682044069378,38.9807202515589
"flow_accumulation",10.7929716658024,3.3716333298915,0.529944246446823,10.2155196111336,12.4690339886921,36.7739464223397
"sr",14.367343536221,2.85403763718405,-0.785238394349962,23.9194477184097,21.6654173926309,46.5732921742407
"slope",11.8867531991423,2.68551714495008,4.14104814576477,19.9187711965677,20.2513505238697,44.7298018744041
"TWI",1.8212660718273,0.877335845804029,2.54652304538208,5.15638092565291,5.40353955582459,32.8382380704509
"cwd",6.08773912512004,0.784378884292286,2.79860738309481,11.8914352436941,11.9244127715327,33.7747090147941
"vpd_aug",4.5370391402767,-1.18748960644837,14.1808207344266,15.4029939865308,18.3900043791273,36.7559655511105
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.13952357052378,6.08699184866371,4.87933705454994,8.73085883698611,13.2203305086601,31.3901420761478
"tmax",1.24554686219738,5.7908446183334,2.09153329875536,14.5050358449875,13.4317017054669,30.2416470775224
"TPI_five",12.214941090817,0.748410960264618,0.742144586326652,17.9455726344814,16.9141565190715,44.4864735819961
"dem_10m_zaca",7.95484490266863,1.82148787382738,2.20895358786431,19.2158281426795,17.3482299256658,38.312696675887
"flow_accumulation",12.2442906758285,4.15396577262478,-1.78437023738739,10.8605116328771,13.0796248555219,37.6195815862862
"sr",7.72258683275652,5.88187147375964,-3.23725901511506,20.0509857608944,15.190562074496,43.8294780944762
"slope",10.2722496201297,3.50334028193393,2.79063646282217,16.4911626577491,18.0869132836863,40.6313285701162
"TWI",-0.184292780588733,-0.582720719911789,1.7823625055248,2.82039141103758,2.17426798487966,32.2858167521394
"cwd",6.93380888568524,6.14444848701436,6.62734241090839,13.3727356291042,16.7405330850275,39.6594139725516
"vpd_aug",2.94316616430324,4.06317345028567,9.03158807677722,12.5732291492937,16.1296232977507,35.8005576128771
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.25564302951056,4.53055340977856,2.16046242765158,7.58598811897015,11.164809543854,29.7321619120958
"tmax",0.0304290432159475,3.74107017717166,2.26512422110291,13.4456025586584,11.5633677965953,29.2222538944556
"TPI_five",7.43612411707002,1.37881124020773,-4.26671721208723,16.9117292414247,12.3879581072919,41.6144520719566
"dem_10m_zaca",14.7100424036801,2.31206798992535,-0.00603314632790385,19.4935163401538,19.8479753608278,42.0830969962931
"flow_accumulation",7.59157511062909,3.94245918959993,2.2793493221087,10.2469822729226,12.1523691698623,38.3826689311439
"sr",5.61979896038433,6.1571317926734,-2.28263985492512,19.9363349937967,14.5061830190658,40.4669163553859
"slope",7.93534470598633,2.21476857703212,3.11324868340727,20.7431411525931,18.5419095376229,41.7885323743443
"TWI",3.22995194900413,0.0443787692979722,4.83343987384407,5.60783570123841,7.10282120302556,33.6297440230632
"cwd",11.0567042585334,0.778386059132272,4.15069331690475,14.5337571949559,16.2714356252949,40.1575136058874
"vpd_aug",0.452941189059921,4.34229278120265,8.3373855306473,13.2659624551671,15.2078947212897,37.1300118353733
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",5.94436812537096,5.23995377203817,3.55620999060134,5.77544212326719,11.1044225214771,31.6291218245244
"tmax",-1.7106476625355,4.44494455973334,3.31192694727929,12.9421947945642,10.8952428670256,29.1649425639365
"TPI_five",4.26037949368482,-0.705616989697579,-2.30089891276638,19.3931867660548,12.126790844463,41.1704788559295
"dem_10m_zaca",7.04695137500413,1.30337756035426,2.71575505719507,18.3231734675951,17.1584419601578,38.6822520022138
"flow_accumulation",7.46015776799879,2.78817062736417,-0.440646214770139,9.49795522295432,10.2626131860326,37.6427051910188
"sr",-0.518968707566542,1.5517449353313,-1.67322979416683,20.2073010408472,11.4841315228167,38.3429708376064
"slope",9.86455725739253,5.0905597507001,1.85260534292925,23.5601807124634,21.8238908306498,47.0571622266888
"TWI",-0.694581878881502,-0.68223151174856,0.483373121673258,6.42935965977425,3.12835436586408,31.8729358570166
"cwd",9.72865781047086,0.138450087467265,5.31899323675414,12.9579286155024,13.8219881578163,39.738488059054
"vpd_aug",0.792717702125882,3.74006001966173,12.1639593870011,11.4518200975043,15.466803990465,38.9575105820105
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.72149700202134,6.43389027968633,2.21099300022828,7.625351199128,12.7486682707843,30.1234754796688
"tmax",2.07521154288491,2.89399660080192,0.317865056504058,12.6427028402911,10.1910655642764,28.7305133609398
"TPI_five",2.61486658608908,4.11747837164375,-4.18637483362012,14.1775114665762,9.42838543745064,39.2006530045804
"dem_10m_zaca",9.85836573960173,0.18288621550884,7.52175340108353,24.2566129025287,21.9816358268423,44.7090059425704
"flow_accumulation",10.9673367914979,1.2641066833352,0.214467500344393,9.14356590615138,11.756581513503,38.7797607094127
"sr",10.655117906548,-0.498669792068641,-3.2984909195738,17.1956499752806,13.3415352086126,41.7920288494928
"slope",8.02522880628205,2.80800885618869,6.99022780891437,19.991569339577,21.1956652667295,45.4014057215262
"TWI",0.768431866246705,-1.35325635962555,-2.13349034287207,5.31870596203608,1.45918117512692,32.0696859872689
"cwd",7.96000039748424,0.543910145286742,-1.2968119160271,14.8064489904896,11.4865689602563,35.8263744516486
"vpd_aug",1.20820492717525,0.620310202404827,10.1719684025187,12.0551111103403,14.5992244344783,37.6038404928909
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.61506035184561,2.9121884630353,3.29017674530067,9.24665217546311,11.850971798125,30.8989259337448
"tmax",-0.354560849094977,2.30604481536276,2.55660917119904,14.9654311519414,11.445132620287,28.0028454460784
"TPI_five",5.41925054162386,2.09595391457543,-1.06695878992088,19.9981655469436,15.3489322417045,43.2670682056027
"dem_10m_zaca",9.93951976231727,0.977723636346893,3.13447368536234,18.0550639646965,17.6020438355345,38.7776302225558
"flow_accumulation",12.9610768346435,1.60099695499412,0.47359289371053,11.8687179417126,13.8724157587296,38.2955613568671
"sr",1.79409451617345,4.09058787069376,-3.71258853499699,18.09428956539,11.9426823942088,39.3948561556759
"slope",11.2147203004501,4.0095360859995,1.4482235734079,26.1552859950285,22.5166708352758,46.2886736401341
"TWI",3.64830182355962,0.4343687460594,0.0592954963604136,4.70696807587558,4.96866811219121,32.6688321224985
"cwd",11.1896195303527,2.04758827075632,3.89099153066152,14.8471508461588,16.6520831534988,41.1131293046228
"vpd_aug",-0.626850808866571,1.38089920047423,10.0917701444717,13.7204967208686,13.9505182494592,35.5228616122193
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.50894320007568,8.58303285781337,3.62300487329064,10.416999613826,15.9911035145845,31.0940892325667
"tmax",3.2606844257976,5.31110029199968,1.98689920239896,17.8206350712828,15.3226484674566,29.3542294630798
"TPI_five",11.4619288044016,2.82919433051849,-0.711620986765665,16.1378718827282,15.6092216761409,41.6980569129181
"dem_10m_zaca",16.6405819861795,0.0352694635446577,7.12594345225536,20.3850050004793,22.9160788164712,43.719535760942
"flow_accumulation",12.9177046519939,5.12845710893167,-0.324403606045608,9.21432905370714,13.7059489268597,34.5539301537377
"sr",16.8376717649793,3.83170239013845,-1.98104476523859,19.1965346567907,19.6931101645214,42.085953154876
"slope",18.8628380947855,1.70950583205319,1.37880468141851,17.2346823431121,21.0904856030398,42.6109132021788
"TWI",3.30418474609596,-0.566098129733527,1.55369978890928,4.41520788362577,4.57094329476218,30.5546235652448
"cwd",15.968787882125,4.3353441020852,0.980517946284275,13.8827095599056,18.7158046658123,39.7777820727267
"vpd_aug",7.25923133853169,2.12100214508466,14.0060971177567,13.923941487341,20.3882306946174,38.7844544817291
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",11.2218903829658,2.49861509335433,6.05173138490865,11.7569622229872,17.2197549569236,31.4597657214993
"tmax",2.54065595027283,3.99244101620468,5.14996509567441,16.8113900727535,15.2324055112153,29.9932895024418
"TPI_five",7.46285135292838,-1.09180348085075,1.03844017712522,19.7839678681254,15.2478409111153,40.9459063913721
"dem_10m_zaca",10.6575713032582,1.01286715874501,2.61870114069095,18.6881018011877,17.1073001730902,39.5776169282648
"flow_accumulation",19.2145329000183,-1.14825849873074,3.99576892289916,11.3165859279298,18.0571186354333,39.8250539676518
"sr",9.11217739333165,8.2293709957747,1.47353894512968,22.7413017479856,22.6034988566124,43.413978271781
"slope",15.0994634959258,6.00039381059756,5.42497792760908,26.2515267175408,29.061297846863,46.3906800158234
"TWI",2.48674425887348,1.64215047383324,5.36488087718343,8.45451360686394,9.08003395215256,32.3090504643356
"cwd",9.60173171952875,0.758417080502185,3.89766950165925,15.6829999624555,15.6383554799111,35.6242897181083
"vpd_aug",1.37739204044054,-0.275891359763374,9.16404261432507,15.4122955055604,14.5905620878872,34.6899370187215
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",7.20654245043469,6.04220705450959,3.25755490747343,10.841960661981,14.8487807007248,30.7147496377339
"tmax",2.2063326294998,5.66775563008986,1.27487776202932,19.4014626346928,15.8629402185946,30.0380464130086
"TPI_five",8.03846934180514,5.17633896746752,-2.16669332619637,17.2637959449741,15.580014282027,43.049734587391
"dem_10m_zaca",6.84128213456364,3.7183915156939,1.74407368553664,16.6247039093699,16.4655499476976,38.2262107616687
"flow_accumulation",10.948801210214,9.79978104908355,-0.599185388109728,10.0707958228641,15.364633381804,39.3052569384499
"sr",0.350823192315997,7.64184757260459,1.98444135717396,13.5108003460773,12.9589536211079,42.0501035800001
"slope",8.72507112685593,5.20670596448786,3.80082267871837,18.2754559214618,19.6050567227317,42.7039143146705
"TWI",0.315448187692403,1.45752646738391,2.34741971279903,5.21933034140726,5.11597356782084,33.0204766463907
"cwd",6.03674484015248,3.07638439758485,2.97319443977616,15.5613928607815,14.8629709622025,37.7704888159748
"vpd_aug",-1.46700080721972,7.09939730551213,8.39358602137973,16.0216658883206,17.5159910909433,37.3352743047116
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",6.75470332684989,5.02778998316998,5.46195872686605,9.0731758224676,14.0458761334666,31.1194159900925
"tmax",2.01173872396943,4.35269081204068,4.06478512577532,14.6722281528491,13.0159592967919,28.21079421604
"TPI_five",5.23074927966309,1.75276980301158,-1.52637053513179,18.4767224886665,13.1763583107635,41.6233958912401
"dem_10m_zaca",11.8599874738831,2.49611583320454,3.35983121322426,19.1412129238284,18.1418432215268,41.0984172838884
"flow_accumulation",12.4945279698434,2.47987318609084,-2.90892241679188,13.2936530273948,13.4098406471356,38.7153454926057
"sr",7.74234467526875,7.59015479599073,-3.53659101911224,18.3874875318025,16.9098100985786,42.3379416406408
"slope",10.3286810145969,5.4058315819666,1.81299961887265,19.676155263748,19.0435123513874,42.7688854597911
"TWI",2.0384552995604,0.455312253252683,-0.626017394453406,7.82402102796239,5.10106048985345,32.2856571672824
"cwd",9.94169806970027,4.40268151415444,4.30853933439303,12.6588521855638,15.8390067363149,38.7019678084028
"vpd_aug",2.90446016921236,3.83870795473045,9.97637759904636,14.1930006434511,16.8678103974521,37.353259050016
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.3285127859391,6.18146301554509,5.91943635986304,6.17372501119378,11.4524569316303,29.1707261711796
"tmax",2.53734198365626,3.99872695721787,3.76974916457753,14.3706040792478,13.1793077839262,29.6179378300103
"TPI_five",8.57439900937898,2.86325273114001,1.23012848855364,15.3381789852261,14.4539830708649,42.6477912937102
"dem_10m_zaca",8.17731973018837,1.19202145691671,5.53372985280437,19.3887894109533,18.783187646163,42.5261962282486
"flow_accumulation",9.55441416341691,0.542765416468612,2.83134585091353,7.73648856857893,10.9279765412093,35.6566944381999
"sr",11.8945669749772,6.76392106649582,-0.20599881226441,22.0006835768911,21.3645280813245,46.3889236229044
"slope",13.6451290017882,5.97141959458033,4.3141614528871,16.6846811455447,20.7951048684489,43.6223571401543
"TWI",1.07347094830349,-1.81354457738542,2.30038538284933,4.74105569409022,3.29186512722168,31.073534222383
"cwd",10.0561524966853,2.57914008558835,2.07681211913683,12.5223942160892,14.1520944600615,36.272549629605
"vpd_aug",1.49067559627033,4.24921707799966,12.1671191940215,12.9158073730003,16.9214086080075,37.2470494236041
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",3.20616356838957,5.37560708012817,11.1199519286194,5.73548575358738,13.021944845035,29.9012714290797
"tmax",2.85480462823874,1.13913708529161,3.70275702151651,12.1093816032678,11.7428751649263,27.6391407172189
"TPI_five",6.78023467492138,2.81872155993926,1.68204456936536,20.1321891253023,18.3491824085555,43.2571385092781
"dem_10m_zaca",12.9737975706862,-0.283064627083612,3.03222926655147,21.4888194238981,21.1077317640179,43.3025532870115
"flow_accumulation",17.2367663531927,0.66357599413429,0.826228253576698,9.18710398303917,15.5166143542544,37.2686622832764
"sr",9.71794340093433,2.77176502071167,3.07242709299404,21.2304093411126,19.5988873666079,45.5925053075451
"slope",12.1699519464044,-1.87336346950755,7.35721292509096,18.5814632379367,19.1904971988278,40.9994721598725
"TWI",2.71340662649544,-2.75783515767934,3.21747912411621,8.07799656190891,6.36265558526551,32.9027855954112
"cwd",12.5541509929922,-1.98113051836905,10.541076876356,14.3237933876245,19.0555351352398,39.0273488133568
"vpd_aug",-0.774023275939553,-1.68065608685159,11.8659685736094,12.7689237422539,13.8593920878873,34.3584978979496
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",8.63478895352315,1.74616649494948,5.21247912404585,6.58878351194695,11.8491394474009,30.0128663752556
"tmax",0.729339100358829,4.01365325099758,1.90332082352934,15.0438893885317,12.546056547687,28.1202608477137
"TPI_five",6.25326325147774,4.75004459011188,-1.79663348412907,16.4357058747748,14.4474274418802,41.5763993601288
"dem_10m_zaca",8.18031357233645,0.832097293708819,3.53098859023372,20.8605390634618,19.1413704869416,39.4781896504838
"flow_accumulation",11.9754164954371,4.18790301329404,-0.335928124504353,10.550817447965,13.1673004173206,37.8802064517129
"sr",5.63994096230721,1.34605898001556,0.119942886681985,16.5327041960237,12.7473632552651,41.0237686407228
"slope",11.7233029772408,2.25660931190097,6.43452677708248,18.0333812781277,20.3109940976223,47.2764752021858
"TWI",2.88816793237286,0.2746574193292,-0.589166716498376,5.89694245755923,4.32439493449311,31.9482498726934
"cwd",10.0969020495846,3.21295283006062,5.91972937852486,15.3334191514559,18.244332764861,40.5806296967394
"vpd_aug",2.67161630326626,-0.0993135109207798,10.7271422008106,14.7884967361234,15.517207025031,36.3415059023631
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",12.9896205520393,3.7136793582024,0.917056075137224,9.69014218399527,15.222860870976,32.5054347106311
"tmax",2.56923554483956,6.44504534952799,1.99245721246342,13.8284787996145,12.9393600614355,30.3494338007601
"TPI_five",10.6810653799891,4.66622768924024,-6.03991470295697,23.7507914600223,19.6410936846983,43.5452375626379
"dem_10m_zaca",8.44949588751924,2.77385898216519,0.174710557241359,19.0462306013694,16.9341277158001,40.2972711118845
"flow_accumulation",15.4600847952714,9.07234824419568,-2.81522142325597,15.8292457392878,19.556305544723,40.82323458919
"sr",1.37136672182225,7.51358763606644,-1.55600741719359,19.0348749220231,13.5483133280276,41.1200862167604
"slope",10.5483505377214,1.31272201227295,0.85542140376836,19.8058008929426,17.2499816776365,40.3664941000679
"TWI",5.77048192907163,-0.203473885783728,2.65428728776276,4.48135999562841,7.06958453185001,31.9362650414301
"cwd",14.2383168993143,4.77148560667167,0.629342436017166,12.3801820833583,16.7853908824201,39.6920662764252
"vpd_aug",1.97301061309183,4.14299061535053,5.98555831740693,11.4768796343067,13.1742478190599,33.6290845902132
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",11.8218412558847,4.10271811434581,4.93977333233738,6.05755703948224,14.3560212407602,30.9683099194958
"tmax",-1.14156430409691,3.80453139815415,-0.493622560053905,14.4303432034499,9.72472712685164,28.5076122616251
"TPI_five",7.32847308045333,2.78568085529964,-3.07045747755315,13.1564666177097,10.9335673757651,39.3055080795741
"dem_10m_zaca",9.24858030001189,2.52950940129847,0.780511934266469,23.4923922484621,20.5331626555907,40.3220173274539
"flow_accumulation",16.2392427465929,1.76731784489393,2.95974469349638,10.3717908590525,16.7398735581782,40.9061695844474
"sr",3.02334426943286,3.33042422548982,0.779930916188691,16.3737767561183,13.5331132925343,38.9965229346781
"slope",14.7869700722587,4.55627634899633,4.19702030334194,23.003005899836,24.6081652203419,48.8115206878084
"TWI",2.40591146103869,-0.45184556396199,-0.56234556388095,7.0951360867172,4.37018454225299,31.949498727881
"cwd",6.60741364738587,1.05829547989187,2.09132430126863,14.0316631186431,12.0264240999293,37.0338794630269
"vpd_aug",-1.41141677472506,1.61784814870416,9.91912995111127,15.9137039879991,14.0382587113146,37.4750410140093
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",4.91607393269921,5.06906484576716,3.42367316382015,5.92079335416658,10.6912970330207,29.0722503039551
"tmax",0.829827011545667,0.768912407414664,2.51659930135805,14.0669335408612,10.2353978757462,29.8639126208688
"TPI_five",4.51796772476761,6.76015736544654,-1.78021965791559,17.9742747098188,14.4726064831381,43.0749493454912
"dem_10m_zaca",7.08093896436373,1.56453681309738,5.03601149530297,21.0382392535359,20.5724704440085,42.5626825878454
"flow_accumulation",5.74707752680036,3.35563740859778,1.48742665634016,7.7084417182599,9.62795726710593,37.7790035831984
"sr",8.44441183966066,1.05185676368878,-1.28803001350186,18.0555022491788,15.7252102037583,40.7289663400179
"slope",9.20058186361561,1.05050697043236,3.65711617332692,17.7195840957463,18.2647125049118,44.4047124489153
"TWI",-2.26393703800283,-5.34276364838994,3.19729369211828,3.91502570730762,-0.100476981121655,31.0946879921856
"cwd",12.6471110393177,3.34647626429549,2.87478549306043,10.9526632935607,15.4166028837179,38.9199235102445
"vpd_aug",-1.48003385381787,0.440513694373039,9.96895989654689,12.9342017915428,12.224333601424,36.7223512672774
"","None","Low","Moderate","High","MeanDecreaseAccuracy","MeanDecreaseGini"
"rain",1.3046832527884,9.712212987181,2.85486385613992,10.519557736083,13.485586579668,30.7152099195662
