OBJECTID *,FID,prefire,postfire,centroid_l,Shape_Leng,Shape_Area,random_sor,Change_in,OBJECTID_1,MEAN,mortality_qualitative,
685,684,75_100,75_100,"34.7067094969444, -119.647844556309",894.06456,18908.0344,0.363232,No Change,685,1671.114768,Low,
686,685,25_75,25_75,"34.710362059139, -119.6641320034",1314.158698,41594.62017,0.831622,No Change,686,1504.446176,None,
687,686,25_75,25_75,"34.7139014855049, -119.6475671855",1220.003759,19799.99954,0.859666,No Change,687,1474.646383,None,
688,687,25_75,25_75,"34.7137487653114, -119.652241796166",2229.999806,75800.02908,0.024531,No Change,688,1578.525419,Low,
689,688,25_75,25_75,"34.7167250675061, -119.786583927724",1230.000259,35500.0007,0.009658,No Change,689,1733.099299,None,
690,689,75_100,25_75,"34.7195855829823, -119.790721839681",2127.642945,63739.88977,0.09579,Low Mortality,690,1596.936274,None,
691,690,1_25,1_25,"34.7027367500132, -119.642234658231",589.999328,8100.009011,0.664697,No Change,691,1735.233956,None,
692,691,25_75,25_75,"34.7037066266389, -119.634966987953",710.002134,10625.00145,0.16829,No Change,692,1654.622581,None,
693,692,25_75,25_75,"34.7057323867965, -119.641824781466",1510.001572,18499.99041,0.271741,No Change,693,1627.312499,None,
694,693,25_75,25_75,"34.7149248617869, -119.661590164406",3116.22455,85728.8924,0.361693,No Change,694,1384.826988,None,
695,694,1_25,1_25,"34.7208540553871, -119.789937750872",477.317239,7324.578707,0.378384,No Change,695,1561.308138,None,
696,695,25_75,25_75,"34.7451511964019, -119.65940814312",475.433518,8564.916938,0.753138,No Change,696,1392.958573,None,
698,697,25_75,25_75,"34.7071050689747, -119.680073630973",870.000841,8799.994836,0.97442,No Change,698,1748.098834,None,
699,698,25_75,25_75,"34.7171255652987, -119.792740606788",1309.998562,27175.01405,0.129884,No Change,699,1643.307891,None,
700,699,25_75,25_75,"34.6984097899763, -119.635506938399",1510.000172,43175.01078,0.73435,No Change,700,1821.652694,Moderate,
701,700,25_75,25_75,"34.7059140835324, -119.652698558665",599.999029,13400.00339,0.15282,No Change,701,1840.729127,Low,
702,701,25_75,25_75,"34.7049940197664, -119.782226958314",1059.99995,14524.99845,0.240975,No Change,702,1730.365845,None,
703,702,75_100,25_75,"34.6995606398394, -119.645830685685",1129.998754,25325.01244,0.485237,Low Mortality,703,1887.374003,Moderate,
704,703,75_100,25_75,"34.7169757113526, -119.806099288189",910.000843,15000.01017,0.507754,Low Mortality,704,1862.766614,Moderate,
705,704,75_100,75_100,"34.7176224064546, -119.810845317412",649.999831,15649.99763,0.033498,No Change,705,1952.190849,Low,
706,705,75_100,1_25,"34.6987201164194, -119.645992607776",599.998429,10325.0017,0.125679,High Mortality,706,1921.357611,High,
707,706,75_100,25_75,"34.7163290794843, -119.805936801115",600.001229,9325.003734,0.273825,Low Mortality,707,1900.622792,Moderate,
708,707,75_100,25_75,"34.7165937468971, -119.803484477848",1310.001362,38200.00992,0.60974,Low Mortality,708,1864.253949,Moderate,
709,708,25_75,25_75,"34.6988650382501, -119.661540298964",370.611062,5623.151521,0.462936,No Change,709,1826.839363,Moderate,
710,709,25_75,25_75,"34.7075341773871, -119.787318506965",570.001627,7725.00524,0.321414,No Change,710,1793.207437,None,
711,710,75_100,75_100,"34.7093495176732, -119.80161171986",859.999941,17600.01392,0.744305,No Change,711,1846.224161,None,
712,711,75_100,75_100,"34.7080144592395, -119.609149392333",1099.999253,10750.00447,0.205335,No Change,712,1687.119011,None,
713,712,75_100,75_100,"34.7014243500843, -119.597788395628",390.00032,4800.004205,0.083269,No Change,713,1754.876478,None,
714,713,25_75,25_75,"34.7065907065038, -119.603884909702",380.000518,6249.994842,0.051992,No Change,714,1659.440484,Low,
715,714,1_25,1_25,"34.7084821556714, -119.613612399965",1100.001055,34475.00758,0.701985,No Change,715,1759.33841,None,
716,715,75_100,75_100,"34.6984660410086, -119.591667156069",799.999938,15650.0103,0.524436,No Change,716,1711.667099,None,
717,716,75_100,75_100,"34.7077520373784, -119.608112736255",929.998645,20125.00191,0.065573,No Change,717,1660.101583,None,
718,717,25_75,25_75,"34.7022943668461, -119.597358528416",1089.999553,20225.00574,0.728851,No Change,718,1712.909985,None,
719,718,75_100,75_100,"34.6962771708381, -119.620500136424",1870.000589,22549.99004,0.369332,No Change,719,1593.966578,None,
720,719,75_100,75_100,"34.6997241091748, -119.622449761205",1139.999555,28500.01416,0.828018,No Change,720,1611.917462,None,
721,720,25_75,25_75,"34.7091254655713, -119.618344156424",840.000441,17800.01644,0.527981,No Change,721,1843.421569,None,
722,721,75_100,75_100,"34.6976054651094, -119.619634868673",780.001639,15350.00903,0.599333,No Change,722,1547.418012,None,
723,722,25_75,25_75,"34.7050095519327, -119.591562611641",684.332051,9407.062845,0.603219,No Change,723,1635.570244,None,
724,723,25_75,25_75,"34.7099163333216, -119.618187797729",1240.000561,15449.9936,0.246731,No Change,724,1725.881426,None,
725,724,75_100,75_100,"34.7337003107778, -119.611512985285",1219.998659,11925.00065,0.285374,No Change,725,1430.592607,None,
727,726,1_25,1_25,"34.7065774593183, -119.597696126646",830.00214,18600.0044,0.676856,No Change,727,1631.882368,None,
728,727,25_75,25_75,"34.7167541516222, -119.613558944382",840.00034,11100.00949,0.988363,No Change,728,1546.828702,None,
729,728,75_100,75_100,"34.708581139617, -119.611800088909",609.999829,14250.00554,0.162156,No Change,729,1708.070908,None,
730,729,75_100,75_100,"34.7134053413057, -119.618379696157",440.000821,4475.003992,0.581388,No Change,730,1625.004248,None,
731,730,25_75,25_75,"34.7037874065657, -119.581778195537",1009.997848,13174.99575,0.239769,No Change,731,1501.183934,Low,
732,731,25_75,25_75,"34.7029104520349, -119.581394284938",759.998636,13099.99349,0.867975,No Change,732,1517.401788,None,
733,732,25_75,25_75,"34.7068448250838, -119.591101374176",1529.997673,20575.01177,0.633693,No Change,733,1586.955475,None,
734,733,1_25,1_25,"34.7070041324639, -119.596318716968",1159.999955,15249.99788,0.781147,No Change,734,1609.397795,None,
735,734,1_25,1_25,"34.7087913205129, -119.601102435478",1129.999354,24425.00902,0.735572,No Change,735,1567.424787,None,
736,735,25_75,25_75,"34.7112144452102, -119.605167298985",699.999733,11875.00619,0.025033,No Change,736,1514.281019,None,
737,736,1_25,1_25,"34.7099305325751, -119.599644180994",1459.99717,15500.00423,0.539572,No Change,737,1484.553181,None,
738,737,1_25,1_25,"34.7100495834628, -119.610932659263",749.997238,10750.00081,0.721676,No Change,738,1636.177963,None,
739,738,25_75,25_75,"34.7097531739663, -119.601617207864",1099.999052,17224.99914,0.541248,No Change,739,1511.928129,None,
740,739,25_75,25_75,"34.7129115654384, -119.603572013278",2129.999402,37924.99235,0.71176,No Change,740,1489.793209,None,
741,740,1_25,1_25,"34.7142012026972, -119.618049999595",800.001039,10500.00438,0.456755,No Change,741,1624.247824,None,
743,742,75_100,75_100,"34.7023966842947, -119.598383370115",520.000725,7350.005266,0.425322,No Change,743,1708.347095,None,
744,743,25_75,25_75,"34.7011605070138, -119.640669397595",1399.998767,36425.01513,0.26516,No Change,744,1775.605177,Low,
745,744,1_25,1_25,"34.7186848408663, -119.61285551121",810.00074,9375.003139,0.18747,No Change,745,1494.305219,None,
746,745,75_100,75_100,"34.707519979471, -119.608854224289",769.999537,13174.99312,0.115513,No Change,746,1684.959313,None,
747,746,25_75,25_75,"34.7112490395474, -119.617363103934",1449.999174,27500.01105,0.395025,No Change,747,1711.909955,None,
748,747,25_75,25_75,"34.7154249084306, -119.612997463679",670.000834,4450.003056,0.979776,No Change,748,1552.92164,None,
749,748,25_75,25_75,"34.716663966791, -119.616708437111",720.000436,6350.004971,0.325442,No Change,749,1561.897926,None,
750,749,25_75,25_75,"34.7094490113671, -119.606321568448",870.000441,15425.01446,0.336953,No Change,750,1583.111769,None,
751,750,25_75,25_75,"34.7100522331789, -119.609035944944",1040.000251,19375.00942,0.390023,No Change,751,1595.206431,None,
752,751,75_100,75_100,"34.70916778828, -119.607081386418",920.000844,23250.01564,0.478844,No Change,752,1588.829683,None,
753,752,25_75,25_75,"34.709337366089, -119.605708967961",990.001847,16324.9958,0.572163,No Change,753,1583.258656,Low,
754,753,75_100,75_100,"34.7043497159066, -119.605797907474",830.000941,15024.99543,0.086904,No Change,754,1809.991324,Low,
755,754,75_100,75_100,"34.703189243923, -119.606105216726",1750.000685,34825.01593,0.923614,No Change,755,1853.584432,Low,
756,755,25_75,25_75,"34.7073161916253, -119.611943069231",700.000133,16774.99466,0.910962,No Change,756,1794.748354,Low,14325166.1
