OBJECTID,mortality,mortality_qualitative,other_mortality,drainage,ridge,prefire,postfire,Change in mortality,new_model_class,Shape_Area,shade_2000,shade_2001,shade_2002,shade_2003,shade_2004,shade_2005,shade_2006,shade_2008,shade_2009,shade_2010,shade_2011,shade_2013,shade_2014,shade_2015,shade_2016,shade_2017,shade_2018,SF_change_2008_2018,lower.2018.SF,min_2000_2006,>prefire min?,avg_2000_2006,max_2000_2006,2018>2000-2006min?,diff.btw.2018.and.2000.2006min,2018>2000-2006avg,diff.btw.2018.and.2000.2006avg,diff from canopy bin change mean,,,
352,5,None,None,Y,N,1_25,1_25,None,0,13975.0019,0.580014586,0.568241954,0.571392268,0.566983461,0.554329008,0.571040094,0.585033089,0.595247865,0.605668873,0.597862691,0.572674125,0.614287317,0.585024953,0.546126872,0.599275857,0.591159791,0.575768471,-0.019479394,TRUE,0.554329008,TRUE,0.571004923,0.585033089,TRUE,0.021439463,TRUE,0.004763548,-0.021256529,,,
436,0,None,None,N,Y,1_25,1_25,None,0,8999.997079,0.510591716,0.481924832,0.498732418,0.461048424,0.489502341,0.465727538,0.495632112,0.566523492,0.56970647,0.528942645,0.517141968,0.55449906,0.524395078,0.512794197,0.5293971,0.537581354,0.488445401,-0.078078091,TRUE,0.461048424,TRUE,0.486165626,0.510591716,TRUE,0.027396977,TRUE,0.002279775,-0.108579599,,,
529,0,None,None,N,N,1_25,1_25,None,0,7524.999821,0.565941364,0.56330508,0.5867351,0.567587107,0.555657715,0.555382907,0.542620778,0.578885049,0.554319054,0.562135071,0.539040387,0.585987926,0.578018218,0.574226499,0.584206343,0.585837543,0.579368621,0.000483572,FALSE,0.542620778,TRUE,0.562461436,0.5867351,TRUE,0.036747843,TRUE,0.016907185,-0.017656379,,,
531,0,None,None,Y,N,1_25,1_25,None,0,53475.01106,0.740440249,0.70398736,0.700405091,0.727411598,0.735639125,0.721971631,0.728995264,0.726973385,0.775725245,0.728444338,0.719171494,0.762707442,0.713629425,0.652158439,0.733415782,0.735011607,0.703238755,-0.02373463,TRUE,0.700405091,TRUE,0.722692903,0.740440249,TRUE,0.002833664,FALSE,-0.019454148,0.106213755,,,
542,0,None,None,N,Y,1_25,1_25,None,0,8099.994451,0.567009002,0.553540468,0.500595212,0.527239472,0.519477576,0.528350949,0.539899886,0.563801914,0.582320303,0.541658074,0.520170629,0.585051268,0.564610392,0.551152557,0.584472537,0.5833157,0.5550161,-0.008785814,TRUE,0.500595212,TRUE,0.533730366,0.567009002,TRUE,0.054420888,TRUE,0.021285734,-0.0420089,,,
551,0,None,None,Y,N,1_25,1_25,None,0,10825.00228,0.69162029,0.616690159,0.617347538,0.626214862,0.658200264,0.64143157,0.669295311,0.663209915,0.714069247,0.659254968,0.648030043,0.700534284,0.654908478,0.593748093,0.676664591,0.68305397,0.656272292,-0.006937623,TRUE,0.616690159,TRUE,0.645828571,0.69162029,TRUE,0.039582133,TRUE,0.010443721,0.059247292,,,
553,0,None,None,Y,N,1_25,1_25,None,0,30375.01102,0.679525554,0.626518458,0.628793895,0.620288432,0.666173786,0.644529849,0.65718931,0.662306935,0.720256746,0.665095985,0.673623979,0.738776654,0.698669821,0.655962855,0.719566971,0.713916183,0.674397767,0.012090832,FALSE,0.620288432,TRUE,0.646145612,0.679525554,TRUE,0.054109335,TRUE,0.028252155,0.077372767,,,
643,0,None,None,Y,N,1_25,1_25,None,0,8524.99831,0.533645332,0.509892732,0.530756891,0.519877374,0.547458917,0.489873379,0.497115016,0.60677883,0.609471411,0.561082393,0.557429433,0.572458029,0.531394184,0.552041024,0.533433974,0.526451409,0.52679944,-0.07997939,TRUE,0.489873379,TRUE,0.518374234,0.547458917,TRUE,0.036926061,TRUE,0.008425206,-0.07022556,,,
648,0,None,None,Y,N,1_25,1_25,None,0,6830.825655,0.525592208,0.522324562,0.537075341,0.493124366,0.523949027,0.493669808,0.518569827,0.566010237,0.568597794,0.519305468,0.516576827,0.527653456,0.50493443,0.499052882,0.512315273,0.524349332,0.499774873,-0.066235364,TRUE,0.493124366,TRUE,0.516329306,0.537075341,TRUE,0.006650507,FALSE,-0.016554433,-0.097250127,,,
649,0,None,None,Y,N,1_25,1_25,None,0,4698.362163,0.591842145,0.570095092,0.580180913,0.552856237,0.564280391,0.534547538,0.580565572,0.662542373,0.657553077,0.635385424,0.622380912,0.625910044,0.596807957,0.59100154,0.607851058,0.591199368,0.582138509,-0.080403864,TRUE,0.534547538,TRUE,0.567766841,0.591842145,TRUE,0.047590971,TRUE,0.014371668,-0.014886491,,,
663,0,None,None,N,N,1_25,1_25,None,0,17224.99682,0.489789933,0.492856562,0.48225674,0.471990883,0.461988211,0.46727705,0.470845401,0.497664541,0.501442999,0.480203569,0.481708795,0.527356148,0.505669773,0.49590674,0.518593282,0.516805947,0.504784822,0.007120281,FALSE,0.461988211,TRUE,0.476714969,0.492856562,TRUE,0.042796611,TRUE,0.028069853,-0.092240178,,,
682,0,None,None,Y,N,1_25,1_25,None,0,6506.964938,0.43461293,0.409186542,0.434183359,0.383646011,0.391421795,0.367817581,0.413299203,0.55389595,0.526830196,0.5373891,0.534413755,0.531209052,0.514295638,0.480710447,0.510932207,0.488879979,0.482862949,-0.071033001,TRUE,0.367817581,TRUE,0.40488106,0.43461293,TRUE,0.115045368,TRUE,0.077981889,-0.114162051,,,
691,0,None,None,N,Y,1_25,1_25,None,0,8100.009011,0.574878365,0.537132531,0.552183092,0.554950595,0.572286934,0.56853804,0.583665639,0.59759298,0.639815688,0.608004749,0.582271218,0.643386275,0.588680625,0.558706254,0.626396477,0.637330592,0.598516554,0.000923574,FALSE,0.537132531,TRUE,0.563376457,0.583665639,TRUE,0.061384023,TRUE,0.035140097,0.001491554,,,
695,0,None,None,Y,N,1_25,1_25,None,0,7324.578707,0.674905211,0.629997134,0.619217783,0.632317066,0.625387251,0.628825903,0.652812034,0.657911837,0.681530923,0.656401217,0.656109393,0.664825201,0.623004794,0.570784777,0.640720367,0.651519716,0.618236601,-0.039675236,TRUE,0.619217783,FALSE,0.637637483,0.674905211,FALSE,-0.000981182,FALSE,-0.019400882,0.021211601,,,
715,0,None,None,N,N,1_25,1_25,None,0,34475.00758,0.534499943,0.485601187,0.503524482,0.458831906,0.493906617,0.505930305,0.532747984,0.582438111,0.600919247,0.568412185,0.535431027,0.606080651,0.568245292,0.506972134,0.561447442,0.560840309,0.529617429,-0.052820682,TRUE,0.458831906,TRUE,0.502148918,0.534499943,TRUE,0.070785523,TRUE,0.027468511,-0.067407571,,,
727,0,None,None,Y,N,1_25,1_25,None,0,18600.0044,0.604590178,0.576807857,0.581601799,0.568060398,0.598399282,0.594291985,0.600851893,0.621521413,0.647899628,0.606917858,0.620225668,0.645151079,0.59839803,0.553819299,0.601987064,0.597334862,0.578212619,-0.043308794,TRUE,0.568060398,TRUE,0.589229056,0.604590178,TRUE,0.010152221,FALSE,-0.011016437,-0.018812381,,,
734,0,None,None,Y,N,1_25,1_25,None,0,15249.99788,0.520641923,0.483319104,0.513457179,0.495119572,0.507481933,0.497136354,0.515105724,0.587399304,0.588934124,0.558975935,0.537472367,0.596131027,0.542795062,0.509546638,0.54049623,0.555274844,0.510155082,-0.077244222,TRUE,0.483319104,TRUE,0.504608827,0.520641923,TRUE,0.026835978,TRUE,0.005546255,-0.086869918,,,
735,0,None,None,Y,N,1_25,1_25,None,0,24425.00902,0.636142313,0.579137087,0.590578437,0.595284939,0.61831224,0.603507757,0.637700915,0.642462969,0.682798505,0.63301897,0.618763804,0.659867108,0.613426685,0.567371786,0.65536046,0.646421194,0.618404865,-0.024058104,TRUE,0.579137087,TRUE,0.608666241,0.637700915,TRUE,0.039267778,TRUE,0.009738624,0.021379865,,,
737,0,None,None,Y,N,1_25,1_25,None,0,15500.00422,0.608299971,0.569966912,0.583118916,0.576245725,0.604961693,0.58354485,0.604229271,0.616725206,0.652447939,0.605783105,0.58805275,0.646065593,0.597922623,0.556899786,0.624602675,0.633078933,0.571209133,-0.045516073,TRUE,0.569966912,TRUE,0.590052477,0.608299971,TRUE,0.001242221,FALSE,-0.018843344,-0.025815867,,,
738,0,None,None,Y,N,1_25,1_25,None,0,10750.00081,0.435207427,0.414851785,0.445142388,0.359290957,0.410647452,0.389119267,0.429428935,0.476241946,0.464908361,0.444351435,0.422041774,0.473243535,0.4577775,0.431273222,0.439953208,0.449122667,0.416041255,-0.060200691,TRUE,0.359290957,TRUE,0.411955459,0.445142388,TRUE,0.056750298,TRUE,0.004085796,-0.180983745,,,
741,0,None,None,Y,N,1_25,1_25,None,0,10500.00438,0.38211,0.362836957,0.384132743,0.31611681,0.352652431,0.3520298,0.375356555,0.414582491,0.424555779,0.393629074,0.383879423,0.453854561,0.395739377,0.394303262,0.426087856,0.431627095,0.393945873,-0.020636618,TRUE,0.31611681,TRUE,0.360747899,0.384132743,TRUE,0.077829063,TRUE,0.033197974,-0.203079127,,,
745,0,None,None,Y,N,1_25,1_25,None,0,9375.003139,0.469309151,0.471209049,0.509123206,0.443750203,0.493981898,0.459440768,0.472637296,0.513587475,0.510534883,0.485135615,0.461645782,0.535084784,0.484670758,0.474957705,0.522059083,0.494319201,0.492898822,-0.020688653,TRUE,0.443750203,TRUE,0.474207367,0.509123206,TRUE,0.049148619,TRUE,0.018691455,-0.104126178,,,
1,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,14400.0139,0.536943555,0.492155373,0.503652692,0.507617474,0.522680879,0.523678303,0.532069743,0.583833158,0.585323572,0.524715364,0.504772663,0.557238221,0.53879261,0.503542125,0.547251403,0.551264048,0.509062588,-0.07477057,TRUE,0.492155373,TRUE,0.516971146,0.536943555,TRUE,0.016907215,FALSE,-0.007908558,-0.090243412,,,
91,75,High,High,N,N,25_75,1_25,Low/Moderate,0,14549.99931,0.650403619,0.612646759,0.624810994,0.624770761,0.613044858,0.610213459,0.630685806,0.708500743,0.740666986,0.675423384,0.658399582,0.684908986,0.637442529,0.581751227,0.639368415,0.621890724,0.590421796,-0.118078947,TRUE,0.610213459,FALSE,0.623796608,0.650403619,FALSE,-0.019791663,FALSE,-0.033374812,-0.008884204,,,
96,75,High,High,N,N,25_75,1_25,Low/Moderate,0,12750.00364,0.547795594,0.535258442,0.543248773,0.510481477,0.541117489,0.499753773,0.543933451,0.647635758,0.674670398,0.623397112,0.574398279,0.62804839,0.577388853,0.538046449,0.591532439,0.561307728,0.518308997,-0.129326761,TRUE,0.499753773,TRUE,0.531655571,0.547795594,TRUE,0.018555224,FALSE,-0.013346574,-0.080997003,,,
97,75,High,High,Y,N,25_75,25_75,None,0,8449.999809,0.54041487,0.524784207,0.559274673,0.504822016,0.541967154,0.498222888,0.535589278,0.628228128,0.628038406,0.592174351,0.576463103,0.594863415,0.534197927,0.558082223,0.530155122,0.528730631,0.511622906,-0.116605222,TRUE,0.498222888,TRUE,0.529296441,0.559274673,TRUE,0.013400018,FALSE,-0.017673535,-0.085402094,,,
112,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,55300.01787,0.736605108,0.706221551,0.688595086,0.708817184,0.713227421,0.709288001,0.711570024,0.775685191,0.809235275,0.754681647,0.746692806,0.76483795,0.728445292,0.654361963,0.722700864,0.725170255,0.680372596,-0.095312595,TRUE,0.688595086,FALSE,0.710617768,0.736605108,FALSE,-0.00822249,FALSE,-0.030245172,0.081066596,,,
121,75,High,High,N,N,25_75,1_25,Low/Moderate,0,41900.0113,0.738694876,0.713002563,0.70003885,0.709643573,0.730226874,0.726892859,0.72318992,0.793196887,0.827142835,0.772415489,0.74745667,0.774662852,0.730810732,0.676543683,0.737973124,0.721609473,0.682901114,-0.110295773,TRUE,0.70003885,FALSE,0.720241359,0.738694876,FALSE,-0.017137736,FALSE,-0.037340245,0.083595114,,,
130,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,10663.84361,0.663136005,0.656261504,0.647694409,0.641815782,0.633524418,0.626657963,0.629015446,0.634925008,0.664149702,0.624700248,0.645329118,0.661257267,0.634127855,0.610085011,0.650296926,0.655267477,0.616277814,-0.018647194,TRUE,0.626657963,FALSE,0.642586504,0.663136005,FALSE,-0.010380149,FALSE,-0.02630869,0.016971814,,,
195,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,9775.005171,0.528383285,0.513845801,0.568446845,0.509619921,0.556512594,0.485237598,0.537437707,0.600301385,0.600584328,0.551649749,0.513430506,0.540645629,0.512841254,0.523077011,0.512704819,0.505462468,0.48330617,-0.116995215,TRUE,0.485237598,FALSE,0.528497679,0.568446845,FALSE,-0.001931428,FALSE,-0.045191509,-0.11599983,,,
307,75,High,High,N,N,25_75,1_25,Low/Moderate,0,15850.00458,0.666279316,0.638860554,0.656870097,0.65948987,0.668945551,0.658065289,0.646701157,0.74961853,0.757058412,0.704332411,0.676562816,0.729113877,0.676716387,0.650820941,0.685515702,0.646909982,0.614646941,-0.134971589,TRUE,0.638860554,FALSE,0.656458833,0.668945551,FALSE,-0.024213613,FALSE,-0.041811892,0.015340941,,,
368,75,High,High,N,N,25_75,25_75,None,0,5799.998001,0.696961939,0.680137157,0.668881059,0.683583617,0.697851539,0.695896626,0.699602365,0.756483674,0.76132071,0.696696639,0.668527961,0.692939997,0.6432392,0.559176326,0.624130249,0.61212647,0.559038877,-0.197444797,TRUE,0.668881059,FALSE,0.688987757,0.699602365,FALSE,-0.109842182,FALSE,-0.12994888,-0.037986123,,,
410,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,12474.99312,0.518788517,0.506340712,0.522785008,0.486554325,0.520811886,0.51245752,0.51322341,0.609226137,0.629403114,0.595449597,0.552288204,0.602264017,0.575222999,0.538830042,0.565565497,0.567020863,0.541502774,-0.067723363,TRUE,0.486554325,TRUE,0.511565911,0.522785008,TRUE,0.054948449,TRUE,0.029936863,-0.057803226,,,
414,75,High,High,N,N,25_75,1_25,Low/Moderate,0,9149.995311,0.540245533,0.538772225,0.539059401,0.512947083,0.522303343,0.516652703,0.538046181,0.652423978,0.669012666,0.628524423,0.595050097,0.631600022,0.605171978,0.584079504,0.601769805,0.597112119,0.576408267,-0.076015711,TRUE,0.512947083,TRUE,0.529718067,0.540245533,TRUE,0.063461184,TRUE,0.0466902,-0.022897733,,,
450,75,High,High,N,N,25_75,1_25,Low/Moderate,0,35199.99634,0.534088641,0.552913785,0.545490295,0.529533148,0.538127989,0.531685501,0.540458024,0.575488091,0.571335554,0.52730912,0.516805857,0.556496739,0.527538955,0.490422577,0.523711413,0.520556957,0.510574549,-0.064913542,TRUE,0.529533148,FALSE,0.538899626,0.552913785,FALSE,-0.018958599,FALSE,-0.028325077,-0.088731451,,,
460,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,28700.00433,0.652798474,0.624621391,0.612306058,0.608410686,0.625251949,0.630845368,0.63258329,0.634022146,0.643511564,0.595667243,0.573463559,0.630249083,0.594208926,0.540263444,0.599788457,0.623525113,0.589006573,-0.045015573,TRUE,0.608410686,FALSE,0.626688174,0.652798474,FALSE,-0.019404113,FALSE,-0.037681601,-0.010299427,,,
478,75,High,High,Y,Y,25_75,1_25,Low/Moderate,0,21000.02297,0.690846801,0.669944942,0.660869598,0.670025289,0.669616997,0.66961807,0.683456659,0.68455416,0.723241568,0.669619679,0.66677922,0.704515874,0.662015796,0.592045665,0.653568864,0.665732622,0.633653879,-0.050900281,TRUE,0.660869598,FALSE,0.673482622,0.690846801,FALSE,-0.027215719,FALSE,-0.039828743,0.034347879,,,
488,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,7350.003477,0.483878374,0.437290698,0.481367767,0.428246528,0.457076907,0.438241929,0.452090263,0.567985922,0.58449322,0.516768306,0.505050749,0.542236,0.504568487,0.495146006,0.495409667,0.474727064,0.453042418,-0.114943504,TRUE,0.428246528,TRUE,0.454027495,0.483878374,TRUE,0.02479589,FALSE,-0.000985077,-0.146263582,,,
503,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,7293.011127,0.68663311,0.657809198,0.659042478,0.65791899,0.645509839,0.684161901,0.669678211,0.68983072,0.727363169,0.695602357,0.678133667,0.709905028,0.646940231,0.586988032,0.645174146,0.651316285,0.613205969,-0.076624751,TRUE,0.645509839,FALSE,0.665821961,0.68663311,FALSE,-0.03230387,FALSE,-0.052615992,0.013899969,,,
506,75,High,High,N,N,25_75,1_25,Low/Moderate,0,7900.01408,0.658170342,0.646576047,0.647883713,0.644803286,0.639923215,0.64635703,0.651780158,0.690812111,0.726884454,0.684537739,0.651083678,0.6784679,0.629236698,0.575642049,0.633061945,0.616811991,0.576691449,-0.114120662,TRUE,0.639923215,FALSE,0.647927684,0.658170342,FALSE,-0.063231766,FALSE,-0.071236235,-0.022614551,,,
543,75,High,High,N,N,25_75,1_25,Low/Moderate,0,36125.02637,0.496325016,0.510577202,0.505164981,0.495114028,0.494261146,0.487088144,0.496432424,0.524505317,0.508214891,0.465692878,0.450244963,0.491340339,0.4719643,0.463726401,0.484598875,0.486723185,0.485054135,-0.039451182,TRUE,0.487088144,FALSE,0.497851849,0.510577202,FALSE,-0.002034009,FALSE,-0.012797714,-0.114251865,,,
554,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,39000.01377,0.562638581,0.528865039,0.523173809,0.505693555,0.51871419,0.52366966,0.541447282,0.581955075,0.616354704,0.556496799,0.544478655,0.59510386,0.561759651,0.491231501,0.560813069,0.553690016,0.525519609,-0.056435466,TRUE,0.505693555,TRUE,0.529171731,0.562638581,TRUE,0.019826054,FALSE,-0.003652122,-0.073786391,,,
587,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,10924.99941,0.652826071,0.631844044,0.630108297,0.616106719,0.63978374,0.631733835,0.651504338,0.740441769,0.76792708,0.704166591,0.692547441,0.715173125,0.655919462,0.587646067,0.633434504,0.627333909,0.594646096,-0.145795673,TRUE,0.616106719,FALSE,0.636272435,0.652826071,FALSE,-0.021460623,FALSE,-0.041626339,-0.004659904,,,
589,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,6474.996042,0.576969147,0.564773202,0.554281592,0.545381308,0.549966931,0.550498605,0.57352972,0.607475519,0.622449934,0.569702506,0.555886745,0.595348716,0.531558812,0.532331705,0.550745547,0.57149291,0.537327886,-0.070147633,TRUE,0.545381308,FALSE,0.559342929,0.576969147,FALSE,-0.008053422,FALSE,-0.022015043,-0.061978114,,,
598,75,High,High,N,N,25_75,1_25,Low/Moderate,0,6425.005525,0.665412903,0.635644376,0.608599335,0.618424147,0.619091034,0.624751598,0.640193909,0.666087747,0.681997478,0.650341392,0.65051046,0.675813615,0.636334509,0.589497209,0.623524129,0.6349383,0.597965598,-0.068122149,TRUE,0.608599335,FALSE,0.630302472,0.665412903,FALSE,-0.010633737,FALSE,-0.032336874,-0.001340402,,,
603,75,High,High,Y,Y,25_75,25_75,None,0,9175.007262,0.557386458,0.539052069,0.549506962,0.511558473,0.537952542,0.514313996,0.540765375,0.587278992,0.602367908,0.571338385,0.559786588,0.569338232,0.546562821,0.525214344,0.553103447,0.55354917,0.525582552,-0.06169644,TRUE,0.511558473,TRUE,0.535790839,0.557386458,TRUE,0.014024079,FALSE,-0.010208287,-0.071442448,,,
613,75,High,High,N,Y,25_75,1_25,Low/Moderate,0,17050.0025,0.706920356,0.680888414,0.66865164,0.683327615,0.693044692,0.691644609,0.707612276,0.704259872,0.742175788,0.671083003,0.668158323,0.699939847,0.659080446,0.573710412,0.657799333,0.657771498,0.621477604,-0.082782268,TRUE,0.66865164,FALSE,0.690298515,0.707612276,FALSE,-0.047174036,FALSE,-0.068820911,0.022171604,,,
662,75,High,High,Y,N,25_75,1_25,Low/Moderate,0,7005.863752,0.561380804,0.545622587,0.56357348,0.51429522,0.552462369,0.518045127,0.516766071,0.554798365,0.54883635,0.48920247,0.460367948,0.515816033,0.491910964,0.460025668,0.491423696,0.455931902,0.470412254,-0.084386111,TRUE,0.51429522,FALSE,0.538877951,0.56357348,FALSE,-0.043882966,FALSE,-0.068465697,-0.128893746,,,
21,25,Low,Low,N,Y,25_75,25_75,None,0,44384.50422,0.646596819,0.637425303,0.61141634,0.625736892,0.621786058,0.629384875,0.63066563,0.631937742,0.658162177,0.619066775,0.619499654,0.642310619,0.613574445,0.59017837,0.625729591,0.629735619,0.604833722,-0.02710402,TRUE,0.61141634,FALSE,0.629001702,0.646596819,FALSE,-0.006582618,FALSE,-0.02416798,0.007808722,,,
23,25,Low,Low,Y,N,25_75,25_75,None,0,8700.00551,0.600482285,0.588816166,0.575112164,0.561957181,0.578358471,0.57943657,0.58881259,0.614011914,0.618745387,0.595310718,0.580740303,0.625735432,0.596325636,0.570831299,0.597193629,0.582700282,0.569351166,-0.044660748,TRUE,0.561957181,TRUE,0.581853632,0.600482285,TRUE,0.007393985,FALSE,-0.012502466,-0.027673834,,,
30,25,Low,Low,N,N,25_75,25_75,None,0,24225.01135,0.605017304,0.601258397,0.590234041,0.579324841,0.567150235,0.585624635,0.588683426,0.612776041,0.623544574,0.585451007,0.581705093,0.61694777,0.604269624,0.583623052,0.614332139,0.608247995,0.59659338,-0.016182661,TRUE,0.567150235,TRUE,0.588184697,0.605017304,TRUE,0.029443145,TRUE,0.008408683,-0.00043162,,,
31,25,Low,Low,N,N,25_75,25_75,None,0,81250.02044,0.561981589,0.559298754,0.546929568,0.536431015,0.539923489,0.542117298,0.548532069,0.564279467,0.580763817,0.550906599,0.544543058,0.567207456,0.540582001,0.540750027,0.555138558,0.556353688,0.540575057,-0.02370441,TRUE,0.536431015,TRUE,0.547887683,0.561981589,TRUE,0.004144042,FALSE,-0.007312626,-0.056449943,,,
40,25,Low,Low,Y,N,25_75,25_75,None,0,10675.00618,0.592484444,0.585530043,0.585830957,0.57136023,0.570681036,0.570096076,0.580253422,0.615190119,0.614334255,0.590082228,0.589437425,0.604813993,0.597935289,0.589682937,0.6087704,0.604589909,0.58425951,-0.030930609,TRUE,0.570096076,TRUE,0.579462315,0.592484444,TRUE,0.014163434,TRUE,0.004797195,-0.01276549,,,
45,25,Low,Low,Y,N,25_75,25_75,None,0,45025.00444,0.614738822,0.601935148,0.594281793,0.59966588,0.596593738,0.581155241,0.594267964,0.67474848,0.680528879,0.649547458,0.636519432,0.64115274,0.628168523,0.596948683,0.633751273,0.628743052,0.602996051,-0.071752429,TRUE,0.581155241,TRUE,0.597519798,0.614738822,TRUE,0.02184081,TRUE,0.005476253,0.005971051,,,
52,25,Low,Low,Y,N,25_75,25_75,None,0,12800.00705,0.524975061,0.501964152,0.50369069,0.491047919,0.506352752,0.488338649,0.50163123,0.563290745,0.571786404,0.516773432,0.510302663,0.540361702,0.500744998,0.489264727,0.515311003,0.476306677,0.48261857,-0.080672175,TRUE,0.488338649,FALSE,0.502571493,0.524975061,FALSE,-0.005720079,FALSE,-0.019952923,-0.11440643,,,
63,25,Low,Low,Y,N,25_75,25_75,None,0,7100.005424,0.536261171,0.53998509,0.542037755,0.542820185,0.534511536,0.506547064,0.538928598,0.606200248,0.593313128,0.559705704,0.543654472,0.553474784,0.546585262,0.535737038,0.545114607,0.528449774,0.527943909,-0.078256339,TRUE,0.506547064,TRUE,0.534441628,0.542820185,TRUE,0.021396845,FALSE,-0.006497719,-0.069081091,,,
69,25,Low,Low,Y,N,25_75,25_75,None,0,45975.01339,0.540692449,0.52372992,0.520863533,0.512895226,0.506670833,0.505973458,0.518359423,0.535799801,0.544228494,0.50508225,0.513333201,0.552207708,0.536712766,0.51403296,0.547574043,0.543063998,0.525305867,-0.010493934,TRUE,0.505973458,TRUE,0.518454977,0.540692449,TRUE,0.019332409,TRUE,0.00685089,-0.071719133,,,
70,25,Low,Low,Y,N,25_75,25_75,None,0,30450.01964,0.611204237,0.595559984,0.580198675,0.572394729,0.583876103,0.587884694,0.585890621,0.616089374,0.623232007,0.58763507,0.584719479,0.617337435,0.600598991,0.590698332,0.605344981,0.612203896,0.576873362,-0.039216012,TRUE,0.572394729,TRUE,0.588144149,0.611204237,TRUE,0.004478633,FALSE,-0.011270787,-0.020151638,,,
72,25,Low,Low,Y,N,25_75,25_75,None,0,23175.0114,0.608054638,0.595338345,0.5873878,0.569291353,0.588157356,0.59326601,0.582816482,0.624729991,0.624076724,0.602253199,0.599363029,0.620085299,0.59767276,0.596349716,0.605926275,0.607697427,0.577145934,-0.047584057,TRUE,0.569291353,TRUE,0.589187426,0.608054638,TRUE,0.007854581,FALSE,-0.012041492,-0.019879066,,,
76,25,Low,Low,N,N,25_75,25_75,None,0,13500.00444,0.573035121,0.562471032,0.557062864,0.546580374,0.551681757,0.548555017,0.55261898,0.589987934,0.621312976,0.580292225,0.586226106,0.601008177,0.565558434,0.565032721,0.579646647,0.581781149,0.552257061,-0.037730873,TRUE,0.546580374,TRUE,0.556000735,0.573035121,TRUE,0.005676687,FALSE,-0.003743674,-0.044767939,,,
80,25,Low,Low,Y,N,25_75,25_75,None,0,33925.00599,0.588407278,0.574182451,0.564408898,0.555020571,0.557477534,0.566252589,0.562932014,0.608647108,0.613583207,0.58599174,0.580851734,0.606946468,0.591419041,0.575547457,0.59335345,0.592707038,0.566278458,-0.04236865,TRUE,0.555020571,TRUE,0.566954476,0.588407278,TRUE,0.011257887,FALSE,-0.000676018,-0.030746542,,,
83,25,Low,Low,Y,N,25_75,25_75,None,0,6300.006099,0.580464542,0.540340573,0.579872519,0.547616899,0.579793334,0.574793488,0.589764714,0.632956326,0.661979854,0.6288656,0.626330018,0.665901691,0.649164051,0.605921507,0.647504687,0.663918793,0.623905659,-0.009050667,TRUE,0.540340573,TRUE,0.57037801,0.589764714,TRUE,0.083565086,TRUE,0.053527649,0.026880659,,,
102,25,Low,Low,N,Y,25_75,25_75,None,0,8050.005265,0.511395454,0.4670434,0.49191153,0.45974493,0.492735744,0.503473997,0.497478187,0.577532947,0.623453736,0.587687731,0.549589574,0.635963678,0.570303977,0.535227716,0.603289604,0.579963207,0.541860461,-0.035672486,TRUE,0.45974493,TRUE,0.489111892,0.511395454,TRUE,0.082115531,TRUE,0.052748569,-0.055164539,,,
129,25,Low,Low,Y,N,25_75,25_75,None,0,8325.008709,0.654447794,0.621173739,0.598010421,0.597037256,0.604465961,0.595624626,0.620824933,0.647629738,0.674535632,0.630090237,0.633404791,0.658744872,0.640115619,0.579513073,0.655374706,0.644985855,0.606693923,-0.040935815,TRUE,0.595624626,TRUE,0.613083533,0.654447794,TRUE,0.011069297,FALSE,-0.00638961,0.009668923,,,
139,25,Low,Low,Y,N,25_75,25_75,None,0,26300.01,0.565657616,0.520351946,0.528638124,0.4929322,0.523274541,0.524422944,0.540695786,0.592536867,0.624337971,0.600971401,0.605203807,0.639932454,0.60516423,0.55950141,0.623712718,0.61061728,0.568529606,-0.024007261,TRUE,0.4929322,TRUE,0.527996165,0.565657616,TRUE,0.075597406,TRUE,0.040533441,-0.028495394,,,
147,25,Low,Low,N,Y,25_75,1_25,Low/Moderate,0,5462.878399,0.810932249,0.795123518,0.753403187,0.802777231,0.808197916,0.796918452,0.799517393,0.775199026,0.81127739,0.76408726,0.776889622,0.796938002,0.768420815,0.683614343,0.76586619,0.753617734,0.724140972,-0.051058054,TRUE,0.753403187,FALSE,0.795267135,0.810932249,FALSE,-0.029262215,FALSE,-0.071126163,0.124834972,,,
153,25,Low,Low,Y,N,25_75,25_75,None,0,17750.00218,0.428580523,0.390520215,0.440437376,0.382665247,0.415135741,0.390578657,0.418814719,0.554260254,0.583134085,0.560234547,0.529270351,0.578701317,0.530804634,0.522609293,0.549578965,0.529656321,0.496505111,-0.057755143,TRUE,0.382665247,TRUE,0.409533211,0.440437376,TRUE,0.113839864,TRUE,0.0869719,-0.100519889,,,
